Date,GT_SearchIndex
Nov 2009,100
Dec 2009,69
Jan 2010,48
Feb 2010,36
Mar 2010,18
Apr 2010,29
May 2010,17
Jun 2010,19
Jul 2010,14
Aug 2010,14
Sep 2010,17
Oct 2010,14
Nov 2010,19
Dec 2010,21
Jan 2011,28
Feb 2011,24
Mar 2011,19
Apr 2011,21
May 2011,18
Jun 2011,16
Jul 2011,18
Aug 2011,19
Sep 2011,16
Oct 2011,14
Nov 2011,16
Dec 2011,15
Jan 2012,14
Feb 2012,21
Mar 2012,13
Apr 2012,12
May 2012,12
Jun 2012,11
Jul 2012,10
Aug 2012,13
Sep 2012,10
Oct 2012,8
Nov 2012,10
Dec 2012,12
Jan 2013,12
Feb 2013,9
Mar 2013,10
Apr 2013,6
May 2013,10
Jun 2013,13
Jul 2013,8
Aug 2013,11
Sep 2013,12
Oct 2013,16
Nov 2013,17
Dec 2013,13
Jan 2014,10
Feb 2014,7
Mar 2014,8
Apr 2014,9
May 2014,8
Jun 2014,8
Jul 2014,9
Aug 2014,10
Sep 2014,8
Oct 2014,9
Nov 2014,8
Dec 2014,5
Jan 2015,6
Feb 2015,11
Mar 2015,7
Apr 2015,10
May 2015,6
Jun 2015,5
Jul 2015,8
Aug 2015,7
Sep 2015,12
Oct 2015,10
Nov 2015,8
Dec 2015,5
Jan 2016,7
Feb 2016,8
Mar 2016,6
Apr 2016,5
May 2016,8
