Date,GT_SearchIndex
"Jul 11, 2014",0
"Jul 12, 2014",0
"Jul 13, 2014",0
"Jul 14, 2014",0
"Jul 15, 2014",26
"Jul 16, 2014",0
"Jul 17, 2014",0
"Jul 18, 2014",0
"Jul 19, 2014",0
"Jul 20, 2014",0
"Jul 21, 2014",27
"Jul 22, 2014",40
"Jul 23, 2014",41
"Jul 24, 2014",54
"Jul 25, 2014",28
"Jul 26, 2014",100
"Jul 27, 2014",34
"Jul 28, 2014",27
"Jul 29, 2014",26
"Jul 30, 2014",27
"Jul 31, 2014",0
"Aug 1, 2014",28
"Aug 2, 2014",33
"Aug 3, 2014",56
"Aug 4, 2014",0
"Aug 5, 2014",40
"Aug 6, 2014",27
"Aug 7, 2014",61
"Aug 8, 2014",28
"Aug 9, 2014",34
"Aug 10, 2014",51
"Aug 11, 2014",52
"Aug 12, 2014",0
"Aug 13, 2014",0
"Aug 14, 2014",27
"Aug 15, 2014",0
"Aug 16, 2014",33
"Aug 17, 2014",34
"Aug 18, 2014",27
"Aug 19, 2014",26
"Aug 20, 2014",0
"Aug 21, 2014",0
"Aug 22, 2014",0
"Aug 23, 2014",0
"Aug 24, 2014",0
"Aug 25, 2014",0
"Aug 26, 2014",0
"Aug 27, 2014",26
"Aug 28, 2014",0
"Aug 29, 2014",0
"Aug 30, 2014",0
"Aug 31, 2014",33
"Sep 1, 2014",0
"Sep 2, 2014",0
"Sep 3, 2014",0
"Sep 4, 2014",0
"Sep 5, 2014",26
"Sep 6, 2014",0
"Sep 7, 2014",0
"Sep 8, 2014",0
"Sep 9, 2014",0
"Sep 10, 2014",0
"Sep 11, 2014",0
"Sep 12, 2014",0
"Sep 13, 2014",31
"Sep 14, 2014",0
"Sep 15, 2014",25
"Sep 16, 2014",24
"Sep 17, 2014",25
"Sep 18, 2014",0
"Sep 19, 2014",0
"Sep 20, 2014",0
"Sep 21, 2014",31
"Sep 22, 2014",0
"Sep 23, 2014",0
"Sep 24, 2014",0
"Sep 25, 2014",0
"Sep 26, 2014",0
"Sep 27, 2014",0
"Sep 28, 2014",0
"Sep 29, 2014",0
"Sep 30, 2014",0
"Oct 1, 2014",0
"Oct 2, 2014",0
"Oct 3, 2014",0
"Oct 4, 2014",0
"Oct 5, 2014",0
"Oct 6, 2014",0
"Oct 7, 2014",0
