Date,GT_SearchIndex
"Jan 1 – 7, 2012",28
"Jan 8 – 14, 2012",67
"Jan 15 – 21, 2012",51
"Jan 22 – 28, 2012",13
"Jan 29 – Feb 4, 2012",29
"Feb 5 – 11, 2012",32
"Feb 12 – 18, 2012",21
"Feb 19 – 25, 2012",31
"Feb 26 – Mar 3, 2012",27
"Mar 4 – 10, 2012",16
"Mar 11 – 17, 2012",16
"Mar 18 – 24, 2012",21
"Mar 25 – 31, 2012",35
"Apr 1 – 7, 2012",24
"Apr 8 – 14, 2012",19
"Apr 15 – 21, 2012",21
"Apr 22 – 28, 2012",29
"Apr 29 – May 5, 2012",21
"May 6 – 12, 2012",16
"May 13 – 19, 2012",21
"May 20 – 26, 2012",16
"May 27 – Jun 2, 2012",17
"Jun 3 – 9, 2012",19
"Jun 10 – 16, 2012",22
"Jun 17 – 23, 2012",100
"Jun 24 – 30, 2012",54
"Jul 1 – 7, 2012",54
"Jul 8 – 14, 2012",19
"Jul 15 – 21, 2012",24
"Jul 22 – 28, 2012",21
"Jul 29 – Aug 4, 2012",11
"Aug 5 – 11, 2012",10
"Aug 12 – 18, 2012",21
"Aug 19 – 25, 2012",8
"Aug 26 – Sep 1, 2012",10
"Sep 2 – 8, 2012",20
"Sep 9 – 15, 2012",5
"Sep 16 – 22, 2012",7
"Sep 23 – 29, 2012",15
"Sep 30 – Oct 6, 2012",17
"Oct 7 – 13, 2012",27
"Oct 14 – 20, 2012",10
"Oct 21 – 27, 2012",12
"Oct 28 – Nov 3, 2012",10
"Nov 4 – 10, 2012",14
"Nov 11 – 17, 2012",5
"Nov 18 – 24, 2012",10
"Nov 25 – Dec 1, 2012",5
"Dec 2 – 8, 2012",11
"Dec 9 – 15, 2012",7
"Dec 16 – 22, 2012",12
"Dec 23 – 29, 2012",16
"Dec 30, 2012 – Jan 5, 2013",10
"Jan 6 – 12, 2013",16
"Jan 13 – 19, 2013",9
"Jan 20 – 26, 2013",16
"Jan 27 – Feb 2, 2013",9
"Feb 3 – 9, 2013",26
"Feb 10 – 16, 2013",42
"Feb 17 – 23, 2013",22
"Feb 24 – Mar 2, 2013",17
"Mar 3 – 9, 2013",4
"Mar 10 – 16, 2013",17
"Mar 17 – 23, 2013",13
"Mar 24 – 30, 2013",4
"Mar 31 – Apr 6, 2013",11
"Apr 7 – 13, 2013",9
"Apr 14 – 20, 2013",11
"Apr 21 – 27, 2013",24
"Apr 28 – May 4, 2013",13
"May 5 – 11, 2013",4
"May 12 – 18, 2013",5
"May 19 – 25, 2013",11
"May 26 – Jun 1, 2013",9
"Jun 2 – 8, 2013",14
"Jun 9 – 15, 2013",7
"Jun 16 – 22, 2013",5
"Jun 23 – 29, 2013",9
"Jun 30 – Jul 6, 2013",10
"Jul 7 – 13, 2013",11
"Jul 14 – 20, 2013",11
"Jul 21 – 27, 2013",7
"Jul 28 – Aug 3, 2013",11
"Aug 4 – 10, 2013",18
"Aug 11 – 17, 2013",5
"Aug 18 – 24, 2013",7
"Aug 25 – 31, 2013",22
"Sep 1 – 7, 2013",11
"Sep 8 – 14, 2013",11
"Sep 15 – 21, 2013",0
"Sep 22 – 28, 2013",11
"Sep 29 – Oct 5, 2013",6
"Oct 6 – 12, 2013",11
"Oct 13 – 19, 2013",11
"Oct 20 – 26, 2013",13
"Oct 27 – Nov 2, 2013",9
"Nov 3 – 9, 2013",6
"Nov 10 – 16, 2013",9
"Nov 17 – 23, 2013",10
"Nov 24 – 30, 2013",7
"Dec 1 – 7, 2013",4
"Dec 8 – 14, 2013",8
"Dec 15 – 21, 2013",15
"Dec 22 – 28, 2013",13
"Dec 29, 2013 – Jan 4, 2014",9
"Jan 5 – 11, 2014",14
"Jan 12 – 18, 2014",10
"Jan 19 – 25, 2014",10
"Jan 26 – Feb 1, 2014",6
"Feb 2 – 8, 2014",13
"Feb 9 – 15, 2014",4
"Feb 16 – 22, 2014",16
"Feb 23 – Mar 1, 2014",8
"Mar 2 – 8, 2014",0
"Mar 9 – 15, 2014",8
"Mar 16 – 22, 2014",12
"Mar 23 – 29, 2014",6
"Mar 30 – Apr 5, 2014",8
"Apr 6 – 12, 2014",6
"Apr 13 – 19, 2014",8
"Apr 20 – 26, 2014",4
"Apr 27 – May 3, 2014",17
"May 4 – 10, 2014",4
"May 11 – 17, 2014",4
"May 18 – 24, 2014",7
"May 25 – 31, 2014",10
