Date,GT_SearchIndex
"Jan 8, 2016",87
"Jan 9, 2016",88
"Jan 10, 2016",68
"Jan 11, 2016",70
"Jan 12, 2016",80
"Jan 13, 2016",79
"Jan 14, 2016",75
"Jan 15, 2016",81
"Jan 16, 2016",96
"Jan 17, 2016",81
"Jan 18, 2016",89
"Jan 19, 2016",88
"Jan 20, 2016",83
"Jan 21, 2016",81
"Jan 22, 2016",78
"Jan 23, 2016",88
"Jan 24, 2016",73
"Jan 25, 2016",84
"Jan 26, 2016",88
"Jan 27, 2016",77
"Jan 28, 2016",81
"Jan 29, 2016",85
"Jan 30, 2016",96
"Jan 31, 2016",83
"Feb 1, 2016",80
"Feb 2, 2016",80
"Feb 3, 2016",81
"Feb 4, 2016",77
"Feb 5, 2016",80
"Feb 6, 2016",86
"Feb 7, 2016",65
"Feb 8, 2016",72
"Feb 9, 2016",77
"Feb 10, 2016",81
"Feb 11, 2016",80
"Feb 12, 2016",85
"Feb 13, 2016",91
"Feb 14, 2016",76
"Feb 15, 2016",83
"Feb 16, 2016",78
"Feb 17, 2016",86
"Feb 18, 2016",91
"Feb 19, 2016",86
"Feb 20, 2016",100
"Feb 21, 2016",87
"Feb 22, 2016",87
"Feb 23, 2016",89
"Feb 24, 2016",83
"Feb 25, 2016",85
"Feb 26, 2016",84
"Feb 27, 2016",96
"Feb 28, 2016",88
"Feb 29, 2016",86
"Mar 1, 2016",79
"Mar 2, 2016",75
"Mar 3, 2016",82
"Mar 4, 2016",80
"Mar 5, 2016",93
"Mar 6, 2016",74
"Mar 7, 2016",78
"Mar 8, 2016",74
"Mar 9, 2016",79
"Mar 10, 2016",79
"Mar 11, 2016",81
"Mar 12, 2016",93
"Mar 13, 2016",82
"Mar 14, 2016",79
"Mar 15, 2016",88
"Mar 16, 2016",80
"Mar 17, 2016",83
"Mar 18, 2016",83
"Mar 19, 2016",96
"Mar 20, 2016",80
"Mar 21, 2016",85
"Mar 22, 2016",81
"Mar 23, 2016",81
"Mar 24, 2016",81
"Mar 25, 2016",85
"Mar 26, 2016",92
"Mar 27, 2016",74
"Mar 28, 2016",90
"Mar 29, 2016",87
"Mar 30, 2016",86
"Mar 31, 2016",86
"Apr 1, 2016",76
"Apr 2, 2016",88
"Apr 3, 2016",75
"Apr 4, 2016",77
"Apr 5, 2016",81
"Apr 6, 2016",74
"Apr 7, 2016",76
"Apr 8, 2016",73
"Apr 9, 2016",86
"Apr 10, 2016",76
"Apr 11, 2016",86
"Apr 12, 2016",75
