Date,GT_SearchIndex
"Sep 3, 2010",37
"Sep 4, 2010",0
"Sep 5, 2010",51
"Sep 6, 2010",44
"Sep 7, 2010",35
"Sep 8, 2010",34
"Sep 9, 2010",68
"Sep 10, 2010",53
"Sep 11, 2010",47
"Sep 12, 2010",45
"Sep 13, 2010",67
"Sep 14, 2010",34
"Sep 15, 2010",0
"Sep 16, 2010",69
"Sep 17, 2010",73
"Sep 18, 2010",71
"Sep 19, 2010",47
"Sep 20, 2010",69
"Sep 21, 2010",67
"Sep 22, 2010",33
"Sep 23, 2010",50
"Sep 24, 2010",36
"Sep 25, 2010",47
"Sep 26, 2010",47
"Sep 27, 2010",100
"Sep 28, 2010",65
"Sep 29, 2010",0
"Sep 30, 2010",0
"Oct 1, 2010",0
"Oct 2, 2010",0
"Oct 3, 2010",0
"Oct 4, 2010",33
"Oct 5, 2010",33
"Oct 6, 2010",35
"Oct 7, 2010",37
"Oct 8, 2010",36
"Oct 9, 2010",0
"Oct 10, 2010",0
"Oct 11, 2010",0
"Oct 12, 2010",35
"Oct 13, 2010",0
"Oct 14, 2010",0
"Oct 15, 2010",71
"Oct 16, 2010",0
"Oct 17, 2010",46
"Oct 18, 2010",33
"Oct 19, 2010",97
"Oct 20, 2010",32
"Oct 21, 2010",33
"Oct 22, 2010",0
"Oct 23, 2010",0
"Oct 24, 2010",0
"Oct 25, 2010",32
"Oct 26, 2010",0
"Oct 27, 2010",64
"Oct 28, 2010",66
"Oct 29, 2010",36
"Oct 30, 2010",0
"Oct 31, 2010",0
"Nov 1, 2010",33
"Nov 2, 2010",0
"Nov 3, 2010",0
"Nov 4, 2010",0
"Nov 5, 2010",0
"Nov 6, 2010",0
"Nov 7, 2010",45
"Nov 8, 2010",32
"Nov 9, 2010",32
"Nov 10, 2010",33
"Nov 11, 2010",0
"Nov 12, 2010",0
"Nov 13, 2010",46
"Nov 14, 2010",45
"Nov 15, 2010",32
"Nov 16, 2010",0
"Nov 17, 2010",32
"Nov 18, 2010",0
"Nov 19, 2010",0
"Nov 20, 2010",0
"Nov 21, 2010",44
"Nov 22, 2010",33
"Nov 23, 2010",0
"Nov 24, 2010",36
"Nov 25, 2010",0
"Nov 26, 2010",0
"Nov 27, 2010",0
"Nov 28, 2010",0
"Nov 29, 2010",0
"Nov 30, 2010",0
"Dec 1, 2010",31
"Dec 2, 2010",0
"Dec 3, 2010",33
"Dec 4, 2010",43
"Dec 5, 2010",43
"Dec 6, 2010",32
"Dec 7, 2010",31
"Dec 8, 2010",0
"Dec 9, 2010",0
"Dec 10, 2010",33
"Dec 11, 2010",0
"Dec 12, 2010",43
"Dec 13, 2010",0
"Dec 14, 2010",47
"Dec 15, 2010",0
"Dec 16, 2010",0
"Dec 17, 2010",35
"Dec 18, 2010",0
"Dec 19, 2010",0
"Dec 20, 2010",0
"Dec 21, 2010",34
"Dec 22, 2010",0
"Dec 23, 2010",39
"Dec 24, 2010",0
