Date,GT_SearchIndex
"Dec 29, 2013 – Jan 4, 2014",19
"Jan 5 – 11, 2014",35
"Jan 12 – 18, 2014",47
"Jan 19 – 25, 2014",100
"Jan 26 – Feb 1, 2014",46
"Feb 2 – 8, 2014",37
"Feb 9 – 15, 2014",28
"Feb 16 – 22, 2014",46
"Feb 23 – Mar 1, 2014",74
"Mar 2 – 8, 2014",34
"Mar 9 – 15, 2014",58
"Mar 16 – 22, 2014",64
"Mar 23 – 29, 2014",70
"Mar 30 – Apr 5, 2014",46
"Apr 6 – 12, 2014",41
"Apr 13 – 19, 2014",35
"Apr 20 – 26, 2014",30
"Apr 27 – May 3, 2014",59
"May 4 – 10, 2014",36
"May 11 – 17, 2014",36
"May 18 – 24, 2014",46
"May 25 – 31, 2014",43
"Jun 1 – 7, 2014",69
"Jun 8 – 14, 2014",42
"Jun 15 – 21, 2014",78
"Jun 22 – 28, 2014",91
"Jun 29 – Jul 5, 2014",59
"Jul 6 – 12, 2014",49
"Jul 13 – 19, 2014",49
"Jul 20 – 26, 2014",63
"Jul 27 – Aug 2, 2014",55
"Aug 3 – 9, 2014",59
"Aug 10 – 16, 2014",55
"Aug 17 – 23, 2014",68
"Aug 24 – 30, 2014",47
"Aug 31 – Sep 6, 2014",27
"Sep 7 – 13, 2014",25
"Sep 14 – 20, 2014",32
"Sep 21 – 27, 2014",20
"Sep 28 – Oct 4, 2014",38
"Oct 5 – 11, 2014",13
"Oct 12 – 18, 2014",45
"Oct 19 – 25, 2014",45
"Oct 26 – Nov 1, 2014",39
"Nov 2 – 8, 2014",32
"Nov 9 – 15, 2014",44
"Nov 16 – 22, 2014",38
"Nov 23 – 29, 2014",27
"Nov 30 – Dec 6, 2014",24
"Dec 7 – 13, 2014",32
"Dec 14 – 20, 2014",40
"Dec 21 – 27, 2014",31
"Dec 28, 2014 – Jan 3, 2015",14
"Jan 4 – 10, 2015",32
"Jan 11 – 17, 2015",50
"Jan 18 – 24, 2015",13
"Jan 25 – 31, 2015",25
"Feb 1 – 7, 2015",18
"Feb 8 – 14, 2015",36
"Feb 15 – 21, 2015",37
"Feb 22 – 28, 2015",18
"Mar 1 – 7, 2015",25
"Mar 8 – 14, 2015",13
"Mar 15 – 21, 2015",38
"Mar 22 – 28, 2015",28
"Mar 29 – Apr 4, 2015",20
"Apr 5 – 11, 2015",32
"Apr 12 – 18, 2015",13
