Date,GT_SearchIndex
"Mar 11 – 17, 2012",45
"Mar 18 – 24, 2012",41
"Mar 25 – 31, 2012",42
"Apr 1 – 7, 2012",40
"Apr 8 – 14, 2012",32
"Apr 15 – 21, 2012",47
"Apr 22 – 28, 2012",39
"Apr 29 – May 5, 2012",46
"May 6 – 12, 2012",82
"May 13 – 19, 2012",49
"May 20 – 26, 2012",44
"May 27 – Jun 2, 2012",52
"Jun 3 – 9, 2012",64
"Jun 10 – 16, 2012",48
"Jun 17 – 23, 2012",47
"Jun 24 – 30, 2012",46
"Jul 1 – 7, 2012",36
"Jul 8 – 14, 2012",50
"Jul 15 – 21, 2012",50
"Jul 22 – 28, 2012",52
"Jul 29 – Aug 4, 2012",63
"Aug 5 – 11, 2012",41
"Aug 12 – 18, 2012",51
"Aug 19 – 25, 2012",50
"Aug 26 – Sep 1, 2012",56
"Sep 2 – 8, 2012",50
"Sep 9 – 15, 2012",52
"Sep 16 – 22, 2012",47
"Sep 23 – 29, 2012",42
"Sep 30 – Oct 6, 2012",50
"Oct 7 – 13, 2012",43
"Oct 14 – 20, 2012",50
"Oct 21 – 27, 2012",43
"Oct 28 – Nov 3, 2012",49
"Nov 4 – 10, 2012",44
"Nov 11 – 17, 2012",52
"Nov 18 – 24, 2012",37
"Nov 25 – Dec 1, 2012",51
"Dec 2 – 8, 2012",56
"Dec 9 – 15, 2012",44
"Dec 16 – 22, 2012",54
"Dec 23 – 29, 2012",43
"Dec 30, 2012 – Jan 5, 2013",45
"Jan 6 – 12, 2013",51
"Jan 13 – 19, 2013",39
"Jan 20 – 26, 2013",52
"Jan 27 – Feb 2, 2013",47
"Feb 3 – 9, 2013",46
"Feb 10 – 16, 2013",46
"Feb 17 – 23, 2013",44
"Feb 24 – Mar 2, 2013",50
"Mar 3 – 9, 2013",57
"Mar 10 – 16, 2013",47
"Mar 17 – 23, 2013",44
"Mar 24 – 30, 2013",48
"Mar 31 – Apr 6, 2013",42
"Apr 7 – 13, 2013",49
"Apr 14 – 20, 2013",46
"Apr 21 – 27, 2013",50
"Apr 28 – May 4, 2013",50
"May 5 – 11, 2013",54
"May 12 – 18, 2013",56
"May 19 – 25, 2013",45
"May 26 – Jun 1, 2013",50
"Jun 2 – 8, 2013",49
"Jun 9 – 15, 2013",50
"Jun 16 – 22, 2013",43
"Jun 23 – 29, 2013",36
"Jun 30 – Jul 6, 2013",35
"Jul 7 – 13, 2013",47
"Jul 14 – 20, 2013",42
"Jul 21 – 27, 2013",41
"Jul 28 – Aug 3, 2013",33
"Aug 4 – 10, 2013",38
"Aug 11 – 17, 2013",45
"Aug 18 – 24, 2013",51
"Aug 25 – 31, 2013",52
"Sep 1 – 7, 2013",41
"Sep 8 – 14, 2013",52
"Sep 15 – 21, 2013",51
"Sep 22 – 28, 2013",44
"Sep 29 – Oct 5, 2013",37
"Oct 6 – 12, 2013",45
"Oct 13 – 19, 2013",49
"Oct 20 – 26, 2013",47
"Oct 27 – Nov 2, 2013",48
"Nov 3 – 9, 2013",41
"Nov 10 – 16, 2013",41
"Nov 17 – 23, 2013",50
"Nov 24 – 30, 2013",40
"Dec 1 – 7, 2013",48
"Dec 8 – 14, 2013",60
"Dec 15 – 21, 2013",52
"Dec 22 – 28, 2013",36
"Dec 29, 2013 – Jan 4, 2014",35
"Jan 5 – 11, 2014",56
"Jan 12 – 18, 2014",47
"Jan 19 – 25, 2014",44
"Jan 26 – Feb 1, 2014",41
"Feb 2 – 8, 2014",50
"Feb 9 – 15, 2014",41
"Feb 16 – 22, 2014",50
"Feb 23 – Mar 1, 2014",46
"Mar 2 – 8, 2014",49
"Mar 9 – 15, 2014",44
"Mar 16 – 22, 2014",48
"Mar 23 – 29, 2014",49
"Mar 30 – Apr 5, 2014",47
"Apr 6 – 12, 2014",50
"Apr 13 – 19, 2014",47
"Apr 20 – 26, 2014",43
"Apr 27 – May 3, 2014",45
"May 4 – 10, 2014",46
"May 11 – 17, 2014",52
"May 18 – 24, 2014",50
"May 25 – 31, 2014",45
"Jun 1 – 7, 2014",41
"Jun 8 – 14, 2014",43
"Jun 15 – 21, 2014",40
"Jun 22 – 28, 2014",35
"Jun 29 – Jul 5, 2014",32
"Jul 6 – 12, 2014",41
"Jul 13 – 19, 2014",41
"Jul 20 – 26, 2014",54
"Jul 27 – Aug 2, 2014",54
