Date,GT_SearchIndex
"Mar 16 – 22, 2014",100
"Mar 23 – 29, 2014",75
"Mar 30 – Apr 5, 2014",41
"Apr 6 – 12, 2014",26
"Apr 13 – 19, 2014",34
"Apr 20 – 26, 2014",25
"Apr 27 – May 3, 2014",30
"May 4 – 10, 2014",23
"May 11 – 17, 2014",33
"May 18 – 24, 2014",19
"May 25 – 31, 2014",18
"Jun 1 – 7, 2014",13
"Jun 8 – 14, 2014",14
"Jun 15 – 21, 2014",11
"Jun 22 – 28, 2014",18
"Jun 29 – Jul 5, 2014",17
"Jul 6 – 12, 2014",14
"Jul 13 – 19, 2014",14
"Jul 20 – 26, 2014",14
"Jul 27 – Aug 2, 2014",13
"Aug 3 – 9, 2014",14
"Aug 10 – 16, 2014",11
"Aug 17 – 23, 2014",5
"Aug 24 – 30, 2014",16
"Aug 31 – Sep 6, 2014",16
"Sep 7 – 13, 2014",15
"Sep 14 – 20, 2014",5
"Sep 21 – 27, 2014",9
"Sep 28 – Oct 4, 2014",35
"Oct 5 – 11, 2014",23
"Oct 12 – 18, 2014",15
"Oct 19 – 25, 2014",15
"Oct 26 – Nov 1, 2014",15
"Nov 2 – 8, 2014",11
"Nov 9 – 15, 2014",15
"Nov 16 – 22, 2014",10
"Nov 23 – 29, 2014",11
"Nov 30 – Dec 6, 2014",5
"Dec 7 – 13, 2014",11
"Dec 14 – 20, 2014",17
"Dec 21 – 27, 2014",6
"Dec 28, 2014 – Jan 3, 2015",6
"Jan 4 – 10, 2015",13
"Jan 11 – 17, 2015",15
"Jan 18 – 24, 2015",15
"Jan 25 – 31, 2015",15
"Feb 1 – 7, 2015",6
"Feb 8 – 14, 2015",8
"Feb 15 – 21, 2015",15
"Feb 22 – 28, 2015",9
"Mar 1 – 7, 2015",10
"Mar 8 – 14, 2015",15
"Mar 15 – 21, 2015",15
"Mar 22 – 28, 2015",14
"Mar 29 – Apr 4, 2015",10
"Apr 5 – 11, 2015",13
"Apr 12 – 18, 2015",20
"Apr 19 – 25, 2015",15
"Apr 26 – May 2, 2015",20
"May 3 – 9, 2015",5
"May 10 – 16, 2015",17
"May 17 – 23, 2015",18
"May 24 – 30, 2015",15
"May 31 – Jun 6, 2015",13
"Jun 7 – 13, 2015",14
"Jun 14 – 20, 2015",11
"Jun 21 – 27, 2015",9
"Jun 28 – Jul 4, 2015",9
"Jul 5 – 11, 2015",16
"Jul 12 – 18, 2015",14
"Jul 19 – 25, 2015",16
"Jul 26 – Aug 1, 2015",7
"Aug 2 – 8, 2015",7
"Aug 9 – 15, 2015",18
"Aug 16 – 22, 2015",9
"Aug 23 – 29, 2015",14
"Aug 30 – Sep 5, 2015",10
"Sep 6 – 12, 2015",14
"Sep 13 – 19, 2015",7
"Sep 20 – 26, 2015",15
"Sep 27 – Oct 3, 2015",29
"Oct 4 – 10, 2015",13
"Oct 11 – 17, 2015",18
"Oct 18 – 24, 2015",12
"Oct 25 – 31, 2015",19
"Nov 1 – 7, 2015",9
"Nov 8 – 14, 2015",10
"Nov 15 – 21, 2015",5
"Nov 22 – 28, 2015",10
"Nov 29 – Dec 5, 2015",14
"Dec 6 – 12, 2015",8
"Dec 13 – 19, 2015",17
"Dec 20 – 26, 2015",11
"Dec 27, 2015 – Jan 2, 2016",7
"Jan 3 – 9, 2016",12
"Jan 10 – 16, 2016",13
"Jan 17 – 23, 2016",16
"Jan 24 – 30, 2016",16
"Jan 31 – Feb 6, 2016",12
"Feb 7 – 13, 2016",16
"Feb 14 – 20, 2016",5
"Feb 21 – 27, 2016",10
"Feb 28 – Mar 5, 2016",14
"Mar 6 – 12, 2016",24
"Mar 13 – 19, 2016",8
"Mar 20 – 26, 2016",11
"Mar 27 – Apr 2, 2016",14
"Apr 3 – 9, 2016",12
"Apr 10 – 16, 2016",12
"Apr 17 – 23, 2016",11
"Apr 24 – 30, 2016",10
"May 1 – 7, 2016",10
"May 8 – 14, 2016",15
