Date,GT_SearchIndex
"Sep 30, 2011",29
"Oct 1, 2011",35
"Oct 2, 2011",35
"Oct 3, 2011",27
"Oct 4, 2011",0
"Oct 5, 2011",0
"Oct 6, 2011",0
"Oct 7, 2011",0
"Oct 8, 2011",0
"Oct 9, 2011",34
"Oct 10, 2011",0
"Oct 11, 2011",100
"Oct 12, 2011",50
"Oct 13, 2011",80
"Oct 14, 2011",28
"Oct 15, 2011",69
"Oct 16, 2011",34
"Oct 17, 2011",80
"Oct 18, 2011",66
"Oct 19, 2011",26
"Oct 20, 2011",27
"Oct 21, 2011",43
"Oct 22, 2011",53
"Oct 23, 2011",51
"Oct 24, 2011",40
"Oct 25, 2011",26
"Oct 26, 2011",52
"Oct 27, 2011",80
"Oct 28, 2011",55
"Oct 29, 2011",68
"Oct 30, 2011",68
"Oct 31, 2011",55
"Nov 1, 2011",55
"Nov 2, 2011",26
"Nov 3, 2011",27
"Nov 4, 2011",27
"Nov 5, 2011",100
"Nov 6, 2011",65
"Nov 7, 2011",52
"Nov 8, 2011",25
"Nov 9, 2011",78
"Nov 10, 2011",0
"Nov 11, 2011",0
"Nov 12, 2011",33
"Nov 13, 2011",0
"Nov 14, 2011",26
"Nov 15, 2011",0
"Nov 16, 2011",25
"Nov 17, 2011",0
"Nov 18, 2011",27
"Nov 19, 2011",66
"Nov 20, 2011",33
"Nov 21, 2011",26
"Nov 22, 2011",52
"Nov 23, 2011",28
"Nov 24, 2011",34
"Nov 25, 2011",0
"Nov 26, 2011",0
"Nov 27, 2011",0
"Nov 28, 2011",25
"Nov 29, 2011",0
"Nov 30, 2011",25
"Dec 1, 2011",25
"Dec 2, 2011",39
"Dec 3, 2011",64
"Dec 4, 2011",31
"Dec 5, 2011",50
"Dec 6, 2011",25
"Dec 7, 2011",0
"Dec 8, 2011",0
"Dec 9, 2011",39
"Dec 10, 2011",63
"Dec 11, 2011",62
"Dec 12, 2011",51
"Dec 13, 2011",25
"Dec 14, 2011",51
"Dec 15, 2011",39
"Dec 16, 2011",27
"Dec 17, 2011",32
"Dec 18, 2011",0
"Dec 19, 2011",52
"Dec 20, 2011",26
"Dec 21, 2011",27
"Dec 22, 2011",56
"Dec 23, 2011",61
"Dec 24, 2011",35
"Dec 25, 2011",39
"Dec 26, 2011",33
"Dec 27, 2011",27
"Dec 28, 2011",81
"Dec 29, 2011",0
"Dec 30, 2011",56
"Dec 31, 2011",32
"Jan 1, 2012",35
"Jan 2, 2012",56
"Jan 3, 2012",38
"Jan 4, 2012",50
"Jan 5, 2012",0
"Jan 6, 2012",25
"Jan 7, 2012",31
"Jan 8, 2012",45
"Jan 9, 2012",73
"Jan 10, 2012",36
"Jan 11, 2012",24
"Jan 12, 2012",25
"Jan 13, 2012",76
"Jan 14, 2012",0
"Jan 15, 2012",30
"Jan 16, 2012",0
"Jan 17, 2012",24
"Jan 18, 2012",0
"Jan 19, 2012",24
"Jan 20, 2012",50
"Jan 21, 2012",58
"Jan 22, 2012",28
"Jan 23, 2012",0
"Jan 24, 2012",24
"Jan 25, 2012",24
"Jan 26, 2012",24
"Jan 27, 2012",50
"Jan 28, 2012",59
"Jan 29, 2012",0
"Jan 30, 2012",0
"Jan 31, 2012",71
"Feb 1, 2012",24
"Feb 2, 2012",24
"Feb 3, 2012",49
"Feb 4, 2012",58
"Feb 5, 2012",29
"Feb 6, 2012",24
"Feb 7, 2012",47
"Feb 8, 2012",24
"Feb 9, 2012",0
"Feb 10, 2012",0
"Feb 11, 2012",0
"Feb 12, 2012",27
"Feb 13, 2012",0
"Feb 14, 2012",23
"Feb 15, 2012",24
"Feb 16, 2012",24
"Feb 17, 2012",0
"Feb 18, 2012",0
"Feb 19, 2012",30
"Feb 20, 2012",49
"Feb 21, 2012",0
"Feb 22, 2012",24
"Feb 23, 2012",24
"Feb 24, 2012",72
"Feb 25, 2012",0
"Feb 26, 2012",0
"Feb 27, 2012",23
"Feb 28, 2012",0
"Feb 29, 2012",23
"Mar 1, 2012",25
"Mar 2, 2012",26
"Mar 3, 2012",0
"Mar 4, 2012",32
"Mar 5, 2012",25
"Mar 6, 2012",24
"Mar 7, 2012",24
"Mar 8, 2012",0
"Mar 9, 2012",25
"Mar 10, 2012",0
"Mar 11, 2012",29
"Mar 12, 2012",24
"Mar 13, 2012",0
"Mar 14, 2012",0
"Mar 15, 2012",24
"Mar 16, 2012",0
"Mar 17, 2012",30
"Mar 18, 2012",0
"Mar 19, 2012",24
"Mar 20, 2012",23
"Mar 21, 2012",0
"Mar 22, 2012",24
"Mar 23, 2012",25
"Mar 24, 2012",30
"Mar 25, 2012",30
"Mar 26, 2012",47
"Mar 27, 2012",0
"Mar 28, 2012",24
"Mar 29, 2012",0
"Mar 30, 2012",0
"Mar 31, 2012",0
"Apr 1, 2012",30
"Apr 2, 2012",0
"Apr 3, 2012",0
