Date,GT_SearchIndex
"Nov 14, 2014",43
"Nov 15, 2014",11
"Nov 16, 2014",32
"Nov 17, 2014",21
"Nov 18, 2014",14
"Nov 19, 2014",36
"Nov 20, 2014",22
"Nov 21, 2014",17
"Nov 22, 2014",38
"Nov 23, 2014",21
"Nov 24, 2014",38
"Nov 25, 2014",22
"Nov 26, 2014",19
"Nov 27, 2014",17
"Nov 28, 2014",26
"Nov 29, 2014",21
"Nov 30, 2014",42
"Dec 1, 2014",24
"Dec 2, 2014",40
"Dec 3, 2014",25
"Dec 4, 2014",30
"Dec 5, 2014",34
"Dec 6, 2014",58
"Dec 7, 2014",47
"Dec 8, 2014",13
"Dec 9, 2014",21
"Dec 10, 2014",25
"Dec 11, 2014",35
"Dec 12, 2014",50
"Dec 13, 2014",28
"Dec 14, 2014",28
"Dec 15, 2014",35
"Dec 16, 2014",40
"Dec 17, 2014",27
"Dec 18, 2014",41
"Dec 19, 2014",58
"Dec 20, 2014",40
"Dec 21, 2014",0
"Dec 22, 2014",49
"Dec 23, 2014",40
"Dec 24, 2014",100
"Dec 25, 2014",13
"Dec 26, 2014",11
"Dec 27, 2014",28
"Dec 28, 2014",34
"Dec 29, 2014",53
"Dec 30, 2014",19
"Dec 31, 2014",25
"Jan 1, 2015",29
"Jan 2, 2015",29
"Jan 3, 2015",11
"Jan 4, 2015",26
"Jan 5, 2015",31
"Jan 6, 2015",26
"Jan 7, 2015",9
"Jan 8, 2015",13
"Jan 9, 2015",13
"Jan 10, 2015",27
"Jan 11, 2015",42
"Jan 12, 2015",26
"Jan 13, 2015",8
"Jan 14, 2015",17
"Jan 15, 2015",17
"Jan 16, 2015",49
"Jan 17, 2015",33
"Jan 18, 2015",59
"Jan 19, 2015",0
"Jan 20, 2015",30
"Jan 21, 2015",25
"Jan 22, 2015",21
"Jan 23, 2015",13
"Jan 24, 2015",37
"Jan 25, 2015",32
"Jan 26, 2015",21
"Jan 27, 2015",29
"Jan 28, 2015",30
"Jan 29, 2015",8
"Jan 30, 2015",9
"Jan 31, 2015",10
"Feb 1, 2015",10
"Feb 2, 2015",33
"Feb 3, 2015",8
"Feb 4, 2015",21
"Feb 5, 2015",17
"Feb 6, 2015",21
"Feb 7, 2015",21
"Feb 8, 2015",31
"Feb 9, 2015",16
"Feb 10, 2015",28
"Feb 11, 2015",8
"Feb 12, 2015",12
"Feb 13, 2015",26
"Feb 14, 2015",21
"Feb 15, 2015",32
"Feb 16, 2015",44
"Feb 17, 2015",29
"Feb 18, 2015",13
"Feb 19, 2015",17
"Feb 20, 2015",22
"Feb 21, 2015",31
"Feb 22, 2015",26
"Feb 23, 2015",24
"Feb 24, 2015",25
"Feb 25, 2015",12
"Feb 26, 2015",17
"Feb 27, 2015",17
"Feb 28, 2015",10
"Mar 1, 2015",20
"Mar 2, 2015",21
"Mar 3, 2015",12
"Mar 4, 2015",20
"Mar 5, 2015",17
"Mar 6, 2015",13
"Mar 7, 2015",32
"Mar 8, 2015",27
"Mar 9, 2015",17
"Mar 10, 2015",13
"Mar 11, 2015",8
"Mar 12, 2015",13
"Mar 13, 2015",18
"Mar 14, 2015",43
"Mar 15, 2015",11
"Mar 16, 2015",17
"Mar 17, 2015",34
"Mar 18, 2015",17
"Mar 19, 2015",17
"Mar 20, 2015",30
"Mar 21, 2015",22
"Mar 22, 2015",27
"Mar 23, 2015",17
"Mar 24, 2015",17
"Mar 25, 2015",22
"Mar 26, 2015",26
"Mar 27, 2015",9
"Mar 28, 2015",30
"Mar 29, 2015",12
"Mar 30, 2015",9
"Mar 31, 2015",9
