Date,GT_SearchIndex
"Mar 9, 2012",14
"Mar 10, 2012",0
"Mar 11, 2012",0
"Mar 12, 2012",14
"Mar 13, 2012",0
"Mar 14, 2012",14
"Mar 15, 2012",0
"Mar 16, 2012",42
"Mar 17, 2012",17
"Mar 18, 2012",0
"Mar 19, 2012",13
"Mar 20, 2012",61
"Mar 21, 2012",62
"Mar 22, 2012",41
"Mar 23, 2012",14
"Mar 24, 2012",34
"Mar 25, 2012",25
"Mar 26, 2012",27
"Mar 27, 2012",20
"Mar 28, 2012",14
"Mar 29, 2012",14
"Mar 30, 2012",15
"Mar 31, 2012",16
"Apr 1, 2012",17
"Apr 2, 2012",34
"Apr 3, 2012",13
"Apr 4, 2012",14
"Apr 5, 2012",48
"Apr 6, 2012",60
"Apr 7, 2012",27
"Apr 8, 2012",19
"Apr 9, 2012",25
"Apr 10, 2012",22
"Apr 11, 2012",20
"Apr 12, 2012",14
"Apr 13, 2012",28
"Apr 14, 2012",51
"Apr 15, 2012",25
"Apr 16, 2012",40
"Apr 17, 2012",33
"Apr 18, 2012",100
"Apr 19, 2012",74
"Apr 20, 2012",43
"Apr 21, 2012",34
"Apr 22, 2012",41
"Apr 23, 2012",67
"Apr 24, 2012",27
"Apr 25, 2012",13
"Apr 26, 2012",27
"Apr 27, 2012",21
"Apr 28, 2012",67
"Apr 29, 2012",17
"Apr 30, 2012",13
"May 1, 2012",26
"May 2, 2012",13
"May 3, 2012",20
"May 4, 2012",35
"May 5, 2012",34
"May 6, 2012",17
"May 7, 2012",0
"May 8, 2012",32
"May 9, 2012",33
"May 10, 2012",0
"May 11, 2012",21
"May 12, 2012",18
"May 13, 2012",18
"May 14, 2012",20
"May 15, 2012",26
"May 16, 2012",27
"May 17, 2012",14
"May 18, 2012",43
"May 19, 2012",54
"May 20, 2012",18
"May 21, 2012",40
"May 22, 2012",26
