Date,GT_SearchIndex
"Sep 14, 2012",35
"Sep 15, 2012",43
"Sep 16, 2012",42
"Sep 17, 2012",34
"Sep 18, 2012",100
"Sep 19, 2012",34
"Sep 20, 2012",35
"Sep 21, 2012",0
"Sep 22, 2012",42
"Sep 23, 2012",0
"Sep 24, 2012",34
"Sep 25, 2012",0
"Sep 26, 2012",33
"Sep 27, 2012",35
"Sep 28, 2012",36
"Sep 29, 2012",42
"Sep 30, 2012",41
"Oct 1, 2012",34
"Oct 2, 2012",33
"Oct 3, 2012",34
"Oct 4, 2012",34
"Oct 5, 2012",0
"Oct 6, 2012",42
"Oct 7, 2012",41
"Oct 8, 2012",34
"Oct 9, 2012",49
"Oct 10, 2012",33
"Oct 11, 2012",33
"Oct 12, 2012",34
"Oct 13, 2012",0
"Oct 14, 2012",0
"Oct 15, 2012",0
"Oct 16, 2012",0
"Oct 17, 2012",0
"Oct 18, 2012",33
"Oct 19, 2012",34
"Oct 20, 2012",41
"Oct 21, 2012",0
"Oct 22, 2012",65
"Oct 23, 2012",32
"Oct 24, 2012",0
"Oct 25, 2012",32
"Oct 26, 2012",34
"Oct 27, 2012",41
"Oct 28, 2012",0
"Oct 29, 2012",0
"Oct 30, 2012",0
"Oct 31, 2012",0
"Nov 1, 2012",35
"Nov 2, 2012",34
"Nov 3, 2012",0
"Nov 4, 2012",0
"Nov 5, 2012",32
"Nov 6, 2012",32
"Nov 7, 2012",30
"Nov 8, 2012",33
"Nov 9, 2012",34
"Nov 10, 2012",0
"Nov 11, 2012",41
"Nov 12, 2012",33
"Nov 13, 2012",32
"Nov 14, 2012",33
"Nov 15, 2012",65
"Nov 16, 2012",67
"Nov 17, 2012",0
"Nov 18, 2012",40
"Nov 19, 2012",0
"Nov 20, 2012",0
"Nov 21, 2012",35
"Nov 22, 2012",0
"Nov 23, 2012",39
"Nov 24, 2012",80
"Nov 25, 2012",0
"Nov 26, 2012",0
"Nov 27, 2012",0
"Nov 28, 2012",0
"Nov 29, 2012",62
"Nov 30, 2012",0
"Dec 1, 2012",38
"Dec 2, 2012",0
"Dec 3, 2012",31
"Dec 4, 2012",46
"Dec 5, 2012",31
"Dec 6, 2012",31
"Dec 7, 2012",33
"Dec 8, 2012",0
"Dec 9, 2012",38
"Dec 10, 2012",46
"Dec 11, 2012",0
"Dec 12, 2012",62
"Dec 13, 2012",0
