Date,GT_SearchIndex
"Aug 24 – 30, 2014",20
"Aug 31 – Sep 6, 2014",95
"Sep 7 – 13, 2014",45
"Sep 14 – 20, 2014",39
"Sep 21 – 27, 2014",26
"Sep 28 – Oct 4, 2014",20
"Oct 5 – 11, 2014",33
"Oct 12 – 18, 2014",26
"Oct 19 – 25, 2014",45
"Oct 26 – Nov 1, 2014",13
"Nov 2 – 8, 2014",19
"Nov 9 – 15, 2014",26
"Nov 16 – 22, 2014",13
"Nov 23 – 29, 2014",14
"Nov 30 – Dec 6, 2014",25
"Dec 7 – 13, 2014",45
"Dec 14 – 20, 2014",13
"Dec 21 – 27, 2014",31
"Dec 28, 2014 – Jan 3, 2015",29
"Jan 4 – 10, 2015",39
"Jan 11 – 17, 2015",38
"Jan 18 – 24, 2015",13
"Jan 25 – 31, 2015",38
"Feb 1 – 7, 2015",37
"Feb 8 – 14, 2015",12
"Feb 15 – 21, 2015",25
"Feb 22 – 28, 2015",31
"Mar 1 – 7, 2015",25
"Mar 8 – 14, 2015",12
"Mar 15 – 21, 2015",38
"Mar 22 – 28, 2015",28
"Mar 29 – Apr 4, 2015",27
"Apr 5 – 11, 2015",39
"Apr 12 – 18, 2015",25
"Apr 19 – 25, 2015",26
"Apr 26 – May 2, 2015",19
"May 3 – 9, 2015",20
"May 10 – 16, 2015",13
"May 17 – 23, 2015",14
"May 24 – 30, 2015",14
"May 31 – Jun 6, 2015",27
"Jun 7 – 13, 2015",42
"Jun 14 – 20, 2015",28
"Jun 21 – 27, 2015",35
"Jun 28 – Jul 4, 2015",36
"Jul 5 – 11, 2015",28
"Jul 12 – 18, 2015",14
"Jul 19 – 25, 2015",14
"Jul 26 – Aug 1, 2015",14
"Aug 2 – 8, 2015",56
"Aug 9 – 15, 2015",14
"Aug 16 – 22, 2015",41
"Aug 23 – 29, 2015",20
"Aug 30 – Sep 5, 2015",13
"Sep 6 – 12, 2015",13
"Sep 13 – 19, 2015",39
"Sep 20 – 26, 2015",26
"Sep 27 – Oct 3, 2015",19
"Oct 4 – 10, 2015",13
"Oct 11 – 17, 2015",19
"Oct 18 – 24, 2015",44
"Oct 25 – 31, 2015",25
"Nov 1 – 7, 2015",12
"Nov 8 – 14, 2015",44
"Nov 15 – 21, 2015",62
"Nov 22 – 28, 2015",0
"Nov 29 – Dec 5, 2015",30
"Dec 6 – 12, 2015",18
"Dec 13 – 19, 2015",100
"Dec 20 – 26, 2015",51
"Dec 27, 2015 – Jan 2, 2016",40
"Jan 3 – 9, 2016",48
"Jan 10 – 16, 2016",40
"Jan 17 – 23, 2016",10
"Jan 24 – 30, 2016",31
"Jan 31 – Feb 6, 2016",41
"Feb 7 – 13, 2016",30
"Feb 14 – 20, 2016",20
"Feb 21 – 27, 2016",15
"Feb 28 – Mar 5, 2016",40
"Mar 6 – 12, 2016",20
"Mar 13 – 19, 2016",26
"Mar 20 – 26, 2016",21
"Mar 27 – Apr 2, 2016",37
"Apr 3 – 9, 2016",30
"Apr 10 – 16, 2016",31
"Apr 17 – 23, 2016",41
"Apr 24 – 30, 2016",25
"May 1 – 7, 2016",46
"May 8 – 14, 2016",26
