Date,GT_SearchIndex
"Sep 25, 2015",61
"Sep 26, 2015",26
"Sep 27, 2015",25
"Sep 28, 2015",19
"Sep 29, 2015",0
"Sep 30, 2015",29
"Oct 1, 2015",38
"Oct 2, 2015",30
"Oct 3, 2015",51
"Oct 4, 2015",25
"Oct 5, 2015",39
"Oct 6, 2015",68
"Oct 7, 2015",87
"Oct 8, 2015",68
"Oct 9, 2015",100
"Oct 10, 2015",39
"Oct 11, 2015",39
"Oct 12, 2015",20
"Oct 13, 2015",76
"Oct 14, 2015",48
"Oct 15, 2015",67
"Oct 16, 2015",29
"Oct 17, 2015",51
"Oct 18, 2015",25
"Oct 19, 2015",67
"Oct 20, 2015",38
"Oct 21, 2015",29
"Oct 22, 2015",19
"Oct 23, 2015",20
"Oct 24, 2015",75
"Oct 25, 2015",49
"Oct 26, 2015",75
"Oct 27, 2015",37
"Oct 28, 2015",37
"Oct 29, 2015",85
"Oct 30, 2015",0
"Oct 31, 2015",50
"Nov 1, 2015",26
"Nov 2, 2015",0
"Nov 3, 2015",37
"Nov 4, 2015",28
"Nov 5, 2015",19
"Nov 6, 2015",29
"Nov 7, 2015",24
"Nov 8, 2015",25
"Nov 9, 2015",28
"Nov 10, 2015",18
"Nov 11, 2015",0
"Nov 12, 2015",19
"Nov 13, 2015",0
"Nov 14, 2015",0
"Nov 15, 2015",24
"Nov 16, 2015",0
"Nov 17, 2015",18
"Nov 18, 2015",0
"Nov 19, 2015",0
"Nov 20, 2015",20
"Nov 21, 2015",37
"Nov 22, 2015",24
"Nov 23, 2015",0
"Nov 24, 2015",29
"Nov 25, 2015",64
"Nov 26, 2015",25
"Nov 27, 2015",23
"Nov 28, 2015",24
"Nov 29, 2015",24
"Nov 30, 2015",18
"Dec 1, 2015",36
"Dec 2, 2015",18
"Dec 3, 2015",18
"Dec 4, 2015",0
"Dec 5, 2015",36
"Dec 6, 2015",24
"Dec 7, 2015",18
"Dec 8, 2015",18
"Dec 9, 2015",18
"Dec 10, 2015",37
"Dec 11, 2015",38
"Dec 12, 2015",0
"Dec 13, 2015",0
"Dec 14, 2015",18
"Dec 15, 2015",19
"Dec 16, 2015",19
"Dec 17, 2015",0
"Dec 18, 2015",41
"Dec 19, 2015",26
"Dec 20, 2015",0
"Dec 21, 2015",0
"Dec 22, 2015",21
"Dec 23, 2015",22
"Dec 24, 2015",25
