Date,GT_SearchIndex
"Apr 11, 2014",19
"Apr 12, 2014",46
"Apr 13, 2014",22
"Apr 14, 2014",34
"Apr 15, 2014",100
"Apr 16, 2014",44
"Apr 17, 2014",18
"Apr 18, 2014",39
"Apr 19, 2014",23
"Apr 20, 2014",72
"Apr 21, 2014",45
"Apr 22, 2014",52
"Apr 23, 2014",70
"Apr 24, 2014",44
"Apr 25, 2014",37
"Apr 26, 2014",34
"Apr 27, 2014",44
"Apr 28, 2014",34
"Apr 29, 2014",51
"Apr 30, 2014",17
"May 1, 2014",35
"May 2, 2014",46
"May 3, 2014",45
"May 4, 2014",56
"May 5, 2014",44
"May 6, 2014",70
"May 7, 2014",44
"May 8, 2014",54
"May 9, 2014",18
"May 10, 2014",34
"May 11, 2014",24
"May 12, 2014",27
"May 13, 2014",44
"May 14, 2014",27
"May 15, 2014",36
"May 16, 2014",28
"May 17, 2014",46
"May 18, 2014",23
"May 19, 2014",35
"May 20, 2014",18
"May 21, 2014",60
"May 22, 2014",30
"May 23, 2014",44
"May 24, 2014",40
"May 25, 2014",56
"May 26, 2014",0
"May 27, 2014",40
"May 28, 2014",20
"May 29, 2014",20
"May 30, 2014",63
"May 31, 2014",26
"Jun 1, 2014",40
"Jun 2, 2014",40
"Jun 3, 2014",40
"Jun 4, 2014",20
"Jun 5, 2014",41
"Jun 6, 2014",43
"Jun 7, 2014",26
"Jun 8, 2014",26
"Jun 9, 2014",20
"Jun 10, 2014",0
"Jun 11, 2014",41
"Jun 12, 2014",20
"Jun 13, 2014",21
"Jun 14, 2014",40
"Jun 15, 2014",28
"Jun 16, 2014",73
"Jun 17, 2014",31
"Jun 18, 2014",52
"Jun 19, 2014",32
"Jun 20, 2014",22
"Jun 21, 2014",27
"Jun 22, 2014",27
"Jun 23, 2014",21
"Jun 24, 2014",81
"Jun 25, 2014",31
"Jun 26, 2014",52
"Jun 27, 2014",54
"Jun 28, 2014",53
"Jun 29, 2014",67
"Jun 30, 2014",21
"Jul 1, 2014",0
"Jul 2, 2014",21
"Jul 3, 2014",76
"Jul 4, 2014",52
"Jul 5, 2014",0
"Jul 6, 2014",68
"Jul 7, 2014",31
"Jul 8, 2014",30
"Jul 9, 2014",62
"Jul 10, 2014",63
