Date,GT_SearchIndex
"Oct 9 – 15, 2011",16
"Oct 16 – 22, 2011",64
"Oct 23 – 29, 2011",71
"Oct 30 – Nov 5, 2011",80
"Nov 6 – 12, 2011",31
"Nov 13 – 19, 2011",38
"Nov 20 – 26, 2011",25
"Nov 27 – Dec 3, 2011",59
"Dec 4 – 10, 2011",44
"Dec 11 – 17, 2011",45
"Dec 18 – 24, 2011",40
"Dec 25 – 31, 2011",41
"Jan 1 – 7, 2012",38
"Jan 8 – 14, 2012",72
"Jan 15 – 21, 2012",43
"Jan 22 – 28, 2012",70
"Jan 29 – Feb 4, 2012",77
"Feb 5 – 11, 2012",76
"Feb 12 – 18, 2012",27
"Feb 19 – 25, 2012",28
"Feb 26 – Mar 3, 2012",36
"Mar 4 – 10, 2012",14
"Mar 11 – 17, 2012",36
"Mar 18 – 24, 2012",57
"Mar 25 – 31, 2012",57
"Apr 1 – 7, 2012",79
"Apr 8 – 14, 2012",51
"Apr 15 – 21, 2012",77
"Apr 22 – 28, 2012",27
"Apr 29 – May 5, 2012",63
"May 6 – 12, 2012",62
"May 13 – 19, 2012",57
"May 20 – 26, 2012",43
"May 27 – Jun 2, 2012",51
"Jun 3 – 9, 2012",14
"Jun 10 – 16, 2012",100
"Jun 17 – 23, 2012",21
"Jun 24 – 30, 2012",14
"Jul 1 – 7, 2012",30
"Jul 8 – 14, 2012",28
"Jul 15 – 21, 2012",55
"Jul 22 – 28, 2012",21
"Jul 29 – Aug 4, 2012",70
"Aug 5 – 11, 2012",48
"Aug 12 – 18, 2012",42
"Aug 19 – 25, 2012",41
"Aug 26 – Sep 1, 2012",82
"Sep 2 – 8, 2012",27
"Sep 9 – 15, 2012",40
"Sep 16 – 22, 2012",33
"Sep 23 – 29, 2012",20
"Sep 30 – Oct 6, 2012",66
"Oct 7 – 13, 2012",83
"Oct 14 – 20, 2012",51
"Oct 21 – 27, 2012",32
"Oct 28 – Nov 3, 2012",57
"Nov 4 – 10, 2012",31
"Nov 11 – 17, 2012",50
"Nov 18 – 24, 2012",33
"Nov 25 – Dec 1, 2012",48
"Dec 2 – 8, 2012",61
"Dec 9 – 15, 2012",97
"Dec 16 – 22, 2012",57
"Dec 23 – 29, 2012",43
"Dec 30, 2012 – Jan 5, 2013",39
"Jan 6 – 12, 2013",48
"Jan 13 – 19, 2013",47
"Jan 20 – 26, 2013",59
"Jan 27 – Feb 2, 2013",46
"Feb 3 – 9, 2013",63
"Feb 10 – 16, 2013",69
"Feb 17 – 23, 2013",35
"Feb 24 – Mar 2, 2013",40
"Mar 3 – 9, 2013",40
"Mar 10 – 16, 2013",58
"Mar 17 – 23, 2013",52
"Mar 24 – 30, 2013",42
"Mar 31 – Apr 6, 2013",41
"Apr 7 – 13, 2013",23
"Apr 14 – 20, 2013",29
"Apr 21 – 27, 2013",35
"Apr 28 – May 4, 2013",29
"May 5 – 11, 2013",41
"May 12 – 18, 2013",72
"May 19 – 25, 2013",30
"May 26 – Jun 1, 2013",43
"Jun 2 – 8, 2013",24
"Jun 9 – 15, 2013",24
"Jun 16 – 22, 2013",55
"Jun 23 – 29, 2013",24
"Jun 30 – Jul 6, 2013",45
"Jul 7 – 13, 2013",42
"Jul 14 – 20, 2013",54
"Jul 21 – 27, 2013",36
"Jul 28 – Aug 3, 2013",60
"Aug 4 – 10, 2013",24
"Aug 11 – 17, 2013",24
"Aug 18 – 24, 2013",36
"Aug 25 – 31, 2013",34
"Sep 1 – 7, 2013",41
"Sep 8 – 14, 2013",51
"Sep 15 – 21, 2013",34
"Sep 22 – 28, 2013",41
"Sep 29 – Oct 5, 2013",69
"Oct 6 – 12, 2013",52
"Oct 13 – 19, 2013",40
"Oct 20 – 26, 2013",80
"Oct 27 – Nov 2, 2013",40
"Nov 3 – 9, 2013",39
"Nov 10 – 16, 2013",45
"Nov 17 – 23, 2013",55
"Nov 24 – 30, 2013",42
"Dec 1 – 7, 2013",42
"Dec 8 – 14, 2013",33
"Dec 15 – 21, 2013",40
"Dec 22 – 28, 2013",26
"Dec 29, 2013 – Jan 4, 2014",36
"Jan 5 – 11, 2014",44
"Jan 12 – 18, 2014",66
"Jan 19 – 25, 2014",49
"Jan 26 – Feb 1, 2014",32
"Feb 2 – 8, 2014",34
"Feb 9 – 15, 2014",64
"Feb 16 – 22, 2014",44
"Feb 23 – Mar 1, 2014",74
"Mar 2 – 8, 2014",63
"Mar 9 – 15, 2014",55
"Mar 16 – 22, 2014",55
"Mar 23 – 29, 2014",59
"Mar 30 – Apr 5, 2014",38
"Apr 6 – 12, 2014",60
"Apr 13 – 19, 2014",44
"Apr 20 – 26, 2014",50
"Apr 27 – May 3, 2014",44
"May 4 – 10, 2014",50
"May 11 – 17, 2014",62
"May 18 – 24, 2014",49
"May 25 – 31, 2014",87
"Jun 1 – 7, 2014",70
"Jun 8 – 14, 2014",19
"Jun 15 – 21, 2014",26
"Jun 22 – 28, 2014",53
"Jun 29 – Jul 5, 2014",35
"Jul 6 – 12, 2014",46
"Jul 13 – 19, 2014",78
"Jul 20 – 26, 2014",64
"Jul 27 – Aug 2, 2014",58
"Aug 3 – 9, 2014",48
"Aug 10 – 16, 2014",83
"Aug 17 – 23, 2014",51
"Aug 24 – 30, 2014",69
"Aug 31 – Sep 6, 2014",68
"Sep 7 – 13, 2014",60
"Sep 14 – 20, 2014",24
"Sep 21 – 27, 2014",30
"Sep 28 – Oct 4, 2014",54
"Oct 5 – 11, 2014",61
"Oct 12 – 18, 2014",18
"Oct 19 – 25, 2014",54
"Oct 26 – Nov 1, 2014",72
"Nov 2 – 8, 2014",59
"Nov 9 – 15, 2014",71
"Nov 16 – 22, 2014",72
"Nov 23 – 29, 2014",51
"Nov 30 – Dec 6, 2014",62
"Dec 7 – 13, 2014",35
"Dec 14 – 20, 2014",68
"Dec 21 – 27, 2014",57
"Dec 28, 2014 – Jan 3, 2015",40
"Jan 4 – 10, 2015",36
"Jan 11 – 17, 2015",71
"Jan 18 – 24, 2015",36
"Jan 25 – 31, 2015",58
"Feb 1 – 7, 2015",51
"Feb 8 – 14, 2015",62
"Feb 15 – 21, 2015",58
"Feb 22 – 28, 2015",57
"Mar 1 – 7, 2015",74
"Mar 8 – 14, 2015",82
"Mar 15 – 21, 2015",41
"Mar 22 – 28, 2015",52
"Mar 29 – Apr 4, 2015",55
"Apr 5 – 11, 2015",54
"Apr 12 – 18, 2015",60
"Apr 19 – 25, 2015",54
"Apr 26 – May 2, 2015",60
"May 3 – 9, 2015",31
"May 10 – 16, 2015",37
"May 17 – 23, 2015",57
"May 24 – 30, 2015",91
"May 31 – Jun 6, 2015",75
"Jun 7 – 13, 2015",65
"Jun 14 – 20, 2015",32
"Jun 21 – 27, 2015",26
"Jun 28 – Jul 4, 2015",40
"Jul 5 – 11, 2015",64
"Jul 12 – 18, 2015",45
"Jul 19 – 25, 2015",58
