Date,GT_SearchIndex
"Nov 30, 2012",38
"Dec 1, 2012",53
"Dec 2, 2012",23
"Dec 3, 2012",18
"Dec 4, 2012",12
"Dec 5, 2012",37
"Dec 6, 2012",50
"Dec 7, 2012",45
"Dec 8, 2012",39
"Dec 9, 2012",30
"Dec 10, 2012",37
"Dec 11, 2012",31
"Dec 12, 2012",100
"Dec 13, 2012",38
"Dec 14, 2012",38
"Dec 15, 2012",77
"Dec 16, 2012",31
"Dec 17, 2012",25
"Dec 18, 2012",25
"Dec 19, 2012",32
"Dec 20, 2012",46
"Dec 21, 2012",35
"Dec 22, 2012",16
"Dec 23, 2012",34
"Dec 24, 2012",32
"Dec 25, 2012",37
"Dec 26, 2012",66
"Dec 27, 2012",48
"Dec 28, 2012",70
"Dec 29, 2012",31
"Dec 30, 2012",16
"Dec 31, 2012",28
"Jan 1, 2013",56
"Jan 2, 2013",19
"Jan 3, 2013",44
"Jan 4, 2013",25
"Jan 5, 2013",15
"Jan 6, 2013",36
"Jan 7, 2013",44
"Jan 8, 2013",30
"Jan 9, 2013",12
"Jan 10, 2013",49
"Jan 11, 2013",50
"Jan 12, 2013",22
"Jan 13, 2013",29
"Jan 14, 2013",24
"Jan 15, 2013",36
"Jan 16, 2013",30
"Jan 17, 2013",36
"Jan 18, 2013",13
"Jan 19, 2013",22
"Jan 20, 2013",0
"Jan 21, 2013",32
"Jan 22, 2013",24
"Jan 23, 2013",24
"Jan 24, 2013",24
"Jan 25, 2013",12
"Jan 26, 2013",14
"Jan 27, 2013",36
"Jan 28, 2013",30
"Jan 29, 2013",12
"Jan 30, 2013",18
"Jan 31, 2013",12
"Feb 1, 2013",12
"Feb 2, 2013",22
"Feb 3, 2013",36
"Feb 4, 2013",42
"Feb 5, 2013",35
"Feb 6, 2013",24
"Feb 7, 2013",18
"Feb 8, 2013",12
"Feb 9, 2013",14
"Feb 10, 2013",29
"Feb 11, 2013",23
"Feb 12, 2013",29
"Feb 13, 2013",29
"Feb 14, 2013",37
"Feb 15, 2013",25
"Feb 16, 2013",37
"Feb 17, 2013",37
"Feb 18, 2013",18
"Feb 19, 2013",23
