,ISBN,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date,on_NYT,publisher_id,publishplace_id,dewey_id,publisher_freq,publish_place_freq,dewey_freq,Author,author_id,author_frequency
683,1842430351,No Exit Press,,,Jitterbug Perfume,342.0,,0.0,14.25,2001.0,0,729,0,0,0,0,0,Tom Robbins,1198,0
684,1740597710,Lonely Planet Publications,,,West Africa,904.0,"Victoria, Australia",0.0,134.0,2006.0,0,1050,308,0,0,0,0,,0,0
685,2290053651,J'ai lu,,,Starship Titanic,189.0,,0.0,0.0,2001.0,0,1254,0,0,0,0,0,Douglas Adams,2158,0
686,2864603497,Didier érudition,,,Margaret Atwood ,340.12267196424136,,0.0,0.0,1998.0,0,1625,0,0,0,0,0,Helen Greven,486,0
687,1594865671,Rodale Press,363.73874,QC981.8.G56 G67 2006,An inconvenient truth,325.0,"Emmaus, Pa",17.5,35.5,2006.0,0,640,341,146,0,0,0,Al Gore,1764,0
688,037572706X,Vintage International,813/.54,PS3543.I26 J8 2003,Julian,503.0,New York,1.0,41.07692308,2003.0,0,1128,270,345,0,729,667,Gore Vidal,324,0
689,068485256X,Touchstone,,,The Last Temptation of Christ,512.0,,0.0,70.5,1998.0,0,149,0,0,4,0,0,Nikos Kazantzakis,826,0
690,1844080080,"Virago Press, Limited",,,Desert Dawn,240.0,,0.0,167.0,2004.0,0,181,0,0,0,0,0,Waris Dirie,976,0
691,1844082520,VIRAGO,,,DESERT CHILDREN; TRANS. BY SHEELAGH ALABASTER.,340.12267196424136,LONDON,0.0,55.66666667,2005.0,0,1174,230,0,0,0,0,WARIS DIRIE,234,0
692,1860497586,Virago,,,Desert flower,238.0,London,17.5,2.083333333,2002.0,0,1393,188,0,0,0,0,Waris Dirie,976,0
693,3764501383,Blanvalet Verlag GmbH,,,Nomadentochter.,340.12267196424136,,0.0,0.0,2002.0,0,237,0,0,0,0,0,,0,0
694,3453212614,Heyne,,,Wuestenblume.,340.12267196424136,,0.0,0.0,2002.0,0,1382,0,0,0,0,0,,0,0
695,2226135510,Albin Michel,,,L'Aube du désert,288.0,,0.0,0.0,2002.0,0,182,0,0,0,0,0,,0,0
696,3423203668,Deutscher Taschenbuch Verlag,,,Die fünfte Frau,576.0,München Germany,0.0,0.0,2000.0,0,1070,319,0,0,0,0,Henning Mankell,2137,2
697,3442449316,Goldmann,,,Der Strand. Sonderausgabe.,445.0,,0.0,0.0,2001.0,0,1367,0,0,0,0,0,Alex Garland,1533,0
698,3426777177,Droemer Knaur,,,ZurÃ¼ck aus Afrika,320.0,,0.0,1.7777777780000001,2004.0,0,1424,0,0,0,0,0,Corinne Hofmann,1849,0
699,8439710097,Grijalbo Mondadori Sa,,,Ahora sabreis lo que es correr/ You Shall Know Our Velocity,400.0,,0.0,0.0,2004.0,0,1025,0,0,0,0,0,Dave Eggers,1207,2
700,014027409X,Penguin Books,,,A clockwork orange,148.0,"Harmondsworth, Middlesex",29.5,17.93877551,1998.0,0,397,86,0,1,0,0,Anthony Burgess,788,0
701,055277183X,Black Swan,,,This Other Eden,400.0,,0.0,100.5,2003.0,0,576,0,0,0,0,0,Ben Elton,1996,0
702,2070513289,Gallimard,,,Le petit prince,123.0,[Paris?] France,0.0,31.95,1997.0,0,721,97,0,0,0,0,Antoine de Saint-Exupéry,317,0
703,1569716684,Dark Horse,,,"Planet of the Apes, Volume 1",80.0,,0.0,0.0,2002.0,0,728,0,0,0,0,0,Various,941,0
704,184023380X,Titan Books Ltd,,,Planet of the Apes,72.0,,0.0,0.0,2001.0,0,552,0,0,0,0,0,,0,0
705,1594201005,"Penguin Press HC, The",,,The War of the World,880.0,,0.0,15.0,2006.0,0,974,0,0,0,0,0,Niall Ferguson,637,0
706,1596792507,Abdo,[Fic],PZ7.V86723 Sh 2005,Sherlock Holmes and the case of the hound of the Baskervilles,237.0,"Edinia, Minn",29.5,3.0,2005.0,0,751,266,236,0,0,4,Malvina G. Vogel,748,0
707,1401301959,Hyperion,,,JAMIE'S ITALY,320.0,,6.0,27.83333333,2006.0,0,1143,0,0,10,0,0,Jamie Oliver,2246,0
708,1401301940,Hyperion,641.5,TX714 .O4485 2004,Jamie's dinners,321.0,New York,0.0,42.5,2004.0,0,1143,270,141,10,729,0,Jamie Oliver,2246,0
709,034049168X,Hodder & Stoughton General Division,,,Bloodsword (The Walls of Spyte),304.0,,0.0,0.0,1988.0,0,158,0,0,0,0,0,,0,0
710,1577780728,Albury Pub.,272/.9,BR1604.2 .J47 1999,Jesus freaks,368.0,"Tulsa, Okla",0.0,107.83333329999999,1999.0,0,277,196,25,0,0,0,DC Talk (Musical group),800,0
711,1577782089,Bethany House,,,Live Like a Jesus Freak,192.0,,0.0,0.0,2001.0,0,104,0,0,0,0,0,DC Talk,1146,0
712,1588993000,Dr. Master Productions Inc.,,,Category Freaks Volume 1 (Category Freaks),200.0,,0.0,0.0,2005.0,0,925,0,0,0,0,0,Sakurako Gokurakuin,823,0
713,1583227202,Seven Stories Press,,,Hello Cruel World,190.0,,0.0,47.66666667,2006.0,0,1485,0,0,0,0,0,Kate Bornstein,577,0
714,1592289444,The Lyons Press,,,The Long Walk,256.0,,1.2,53.09090909,2006.0,0,1185,0,0,0,0,0,Slavomir Rawicz,1145,0
715,1586216880,Hachette Audio,,,Long Walk to Freedom,340.12267196424136,,0.0,40.78571429,2004.0,0,1240,0,0,0,0,0,Nelson Mandela,2163,0
716,034911630X,Abacus,,,A Long Walk to Freedom,480.0,,0.0,40.78571429,2003.0,0,368,0,0,0,0,0,Nelson Mandela,2163,0
717,1886363064,Lawbook Exchange,823/.8,PR4592.L3 H6 1995,Charles Dickens as a legal historian,157.0,"Union, N.J",25.0,0.545454545,1996.0,0,275,211,138,0,0,0,"Holdsworth, William Searle Sir",383,0
718,8495618877,Umbriel,,,La Historiadora / The Historian,704.0,,0.0,7.166666667,2005.0,0,1092,0,0,0,0,0,Elizabeth Kostova,1021,1
719,1415929017,Books on Tape,,,The Historian,340.12267196424136,,0.0,14.2,2005.0,0,1016,0,0,0,0,0,Elizabeth Kostova,1021,1
720,140004684X,Three Rivers Press,327.1273/0092,JK468.I6 B34 2002c,See no evil,292.0,New York,35.0,30.05555556,2002.0,0,1234,270,382,0,729,0,Robert Baer,1752,0
721,079227363X,National Geographic,,,In Focus,504.0,,35.0,0.0,2004.0,0,308,0,0,0,0,0,National Geographic Society,654,0
722,1584281340,Amherst Media,,,Posing for Portrait Photography,128.0,,0.0,0.0,2004.0,0,163,0,0,0,0,0,Jeff Smith,2020,0
723,2266082655,Pocket,,,Le portrait de Dorian Gray,345.0,,0.0,0.0,1999.0,0,696,0,0,1,0,0,Oscar Wilde,387,0
724,1842163868,Express Publishing,,,The Portrait of Dorian Gray,32.0,,0.0,0.0,2000.0,0,1241,0,0,0,0,0,Elizabeth Gray,1864,0
725,1842161903,Express Publishing,,,The Portrait of Dorian Gray,51.0,,0.0,0.0,1999.0,0,1241,0,0,0,0,0,Jenny Dooley,1696,0
726,074326407X,Simon & Schuster,792.8,GV1788 .M56 2005,The ballet companion,331.0,New York,0.0,55.66666667,2005.0,0,470,270,198,62,729,0,Eliza Gaynor Minden,1174,0
727,044844013X,Grosset & Dunlap,,,Angelina's Ballet Class,24.0,,0.0,0.0,2006.0,0,1310,0,0,0,0,0,Katharine Holabird,120,0
728,081301395X,University Press of Florida,792.8/07,GV1788.5,Teaching classical ballet,183.0,Gainesville,0.0,0.0,1996.0,0,1260,315,404,0,0,0,John White,1492,0
729,9500717638,Sudamericana,,,La Casa de Los Espiritus,456.0,,0.0,0.0,2000.0,0,1501,0,0,0,0,0,Isabelle Allende,1747,0
730,9871138903,Debolsillo,,,La Casa de Los Espiritus,340.12267196424136,,0.0,0.0,2004.0,0,580,0,0,0,0,0,Isabelle Allende,1747,0
731,1902602323,New Island Books,,,No Dress Rehearsal (Open Door Series II),64.0,,0.0,5.0,2000.0,0,1446,0,0,0,0,0,Marian Keyes,689,0
732,1421504618,VIZ Media LLC,,,Fullmetal Alchemist Volume 10,208.0,,0.0,4.666666667,2006.0,0,1354,0,0,0,0,0,Hiromu Arakawa,1423,0
733,1421501759,VIZ Media LLC,,,Fullmetal Alchemist Volume 5,192.0,,0.0,4.666666667,2006.0,0,1354,0,0,0,0,0,Hiromu Arakawa,1423,0
734,1400043182,Everyman's Library,,PQ8098.1.L54 C313 2005,The house of the spirits,488.0,New York,0.0,51.9,2005.0,0,763,270,0,0,729,0,Isabel Allende,1581,3
735,1857152816,Everyman's Library,,,The House of the Spirits (Everyman's Library Contemporary Classics),520.0,,0.0,51.9,2005.0,0,763,0,0,0,0,0,Isabel Allende,1581,3
736,1932206108,Frederick P. Lenz Foundation for American Buddhism,,BQ5625 .L46 2004,How to meditate,228.0,"Beverly Hills, CA",0.0,112.4,2004.0,0,116,40,0,0,0,0,Frederick Lenz,137,0
737,1932206086,Frederick P. Lenz Foundation for American Buddhism,,BQ5675 .L43 2003,Insights,304.0,"Beverly Hills, CA",0.0,1.0,2003.0,0,116,40,0,0,0,0,Frederick Lenz,137,0
738,1842430343,No Exit Press,,,Skinny Legs and All,432.0,,16.8,0.0,2002.0,0,729,0,0,0,0,0,Tom Robbins,1198,0
739,039332690X,W. W. Norton & Company,,,The Sari Shop,240.0,,0.0,10.25,2005.0,0,783,0,0,0,0,0,Rupa Bajwa,2167,0
740,044024191X,Dell,813/.54,,Shopaholic & sister,385.0,New York,0.0,5.6,2006.0,0,281,270,345,0,729,667,Sophie Kinsella,1023,4
741,1573223204,Riverhead Books,364.1/092,HV6248.D85 O43 2005,The Story of Chicago May,307.0,"New York, NY",0.0,67.83333333,2005.0,0,1526,53,295,9,19,0,Nuala O'Faolain,112,0
742,067942895X,Random House,811/.54,PS3551.N464 A17 1994,The complete collected poems of Maya Angelou.,273.0,New York,0.0,1.6,1994.0,0,803,270,224,32,729,3,Maya Angelou,2245,0
743,1559343567,Mayfield Pub. Co.,184,B317 .B53 1995,A guided tour of five works by Plato,125.0,"Mountain View, Calif",0.0,0.0,1995.0,0,644,159,329,0,0,0,Christopher Biffle,857,0
744,080755538X,Albert Whitman & Company,,,The Midnight Mystery (Boxcar Children Mysteries),128.0,,0.0,402.0,2003.0,0,1610,0,0,0,0,0,Gertrude Chandler Warner,1559,0
745,1595542329,Thomas Nelson,,,A Time to Embrace (Women of Faith Fiction #6) (Sequel to A Time to Dance),400.0,,0.0,402.0,2006.0,0,755,0,0,1,0,0,Karen Kingsbury,734,5
746,080282966X,Wm. B. Eerdmans Publishing Company,,,A Time to Embrace,330.0,,0.0,167.0,2006.0,0,1640,0,0,0,0,0,William Stacy Johnson,517,0
747,034546401X,Ballantine Books,,,Saving fish from drowning,496.0,New York,1.0,20.46153846,2006.0,0,449,270,0,59,729,0,Amy Tan,1555,1
748,840806701X,Planeta,,,Un Lugar Llamado Nada / Saving Fish from Drowning,475.0,,0.0,0.0,2006.0,0,299,0,0,0,0,0,Amy Tan,1555,1
749,014101380X,Penguin Books Ltd,,,Measure for Measure,224.0,,0.0,0.647058824,2005.0,0,1543,0,0,0,0,0,John Martin Russell,94,0
750,037571457X,Pantheon,,,Persepolis,340.12267196424136,New York,3.0,6.0,2003.0,0,1411,270,0,1,729,0,Marjane Satrapi,29,0
751,2844141048,L'Association,,,Persepolis 3,96.0,,3.0,28.66666667,2002.0,0,567,0,0,0,0,0,Marjane Satrapi,29,0
752,2844140580,L'Association,,,Persépolis.,340.12267196424136,Paris,7.5,13.28571429,2000.0,0,567,182,0,0,0,0,Marjane Satrapi,29,0
753,853590638X,Companhia das Letrinhas,,,Persépolis - 2,340.12267196424136,,0.0,0.0,2005.0,0,381,0,0,0,0,0,,0,0
754,078683787X,Disney Editions,,,Peter and the Shadow Thieves,557.0,,0.0,17.3,2006.0,0,109,0,0,0,0,0,Dave Barry,1141,1
755,1400061032,Random House,813/.6,PS3616.E25 P64 2006,The Poe shadow,340.12267196424136,New York,0.0,3.5,2006.0,0,803,270,287,32,729,205,"Pearl, Matthew",327,0
756,1595550445,Nelson Current,,JK275 .H728 2006,The shadow party,281.0,"Nashville, Tenn",35.0,3.0,2006.0,0,125,290,0,0,2,0,David Horowitz,906,0
757,006062213X,Harper & Row,266/.0092,BV2852.E45 E45 1989,Shadow of the Almighty,256.0,San Francisco,17.5,0.25,1989.0,0,1431,201,339,0,1,0,Elisabeth Elliot,56,0
758,184243022X,No Exit Press,,,Still Life with Woodpecker,277.0,,0.0,56.72727273,2001.0,0,729,0,0,0,0,0,Tom Robbins,1198,0
759,184243036X,No Exit Press,,,Half Asleep in Frog Pajamas,386.0,,0.0,0.666666667,2002.0,0,729,0,0,0,0,0,Tom Robbins,1198,0
760,3499134977,Rowohlt Tb.,,,Salomes siebter Schleier.,558.0,,16.8,0.0,1995.0,0,337,0,0,0,0,0,Tom Robbins,1198,0
761,3499156717,Rowohlt Tb.,,,PanAroma. Jitterbug Perfume.,443.0,,0.0,0.0,1985.0,0,337,0,0,0,0,0,Tom Robbins,1198,0
762,3499154293,Rowohlt Tb.,,,Ein Platz für Hot Dogs. Another Roadside Attraction.,376.0,,0.0,0.0,1997.0,0,337,0,0,0,0,0,Tom Robbins,1198,0
763,3499224429,Rowohlt Tb.,,,Halbschlaf im Froschpyjama.,485.0,,0.0,0.0,1998.0,0,337,0,0,0,0,0,Tom Robbins,1198,0
764,038533351X,Dial Press Trade Paperback,,,Bluebeard,336.0,,0.0,81.8,1998.0,0,536,0,0,0,0,0,Kurt Vonnegut,2231,0
765,051712436X,Wings Books,813/.54,PS3572.O5 A6 1995,Three complete novels,340.12267196424136,New York,0.0,0.0,1995.0,0,71,270,345,0,729,667,Kurt Vonnegut,2231,0
766,1877741094,Joshua Odell Editions,,,Zen in the art of writing,176.0,"Santa Barbara, [Calif.]",0.0,0.333333333,1996.0,0,998,219,0,0,0,0,Ray Bradbury,1917,0
767,1585425001,Tarcher,,,Parachutes  &  Kisses,416.0,,0.0,102.66666670000001,2006.0,0,127,0,0,0,0,0,Erica Jong,376,0
768,1585425249,Tarcher,,,Fear of Fifty,352.0,,0.0,0.4,2006.0,0,127,0,0,0,0,0,Erica Jong,376,0
769,1585424994,Tarcher,,,How to Save Your Own Life,336.0,,17.0,13.88888889,2006.0,0,127,0,0,0,0,0,Erica Jong,376,0
770,1585425494,Tarcher,,,Any Woman's Blues,384.0,,0.0,28.5,2006.0,0,127,0,0,0,0,0,Erica Jong,376,0
771,1585425540,Jeremy P. Tarcher/Penguin,305.40973,HQ1150 .J66 2007,What do women want?,340.12267196424136,New York,35.0,4.2,2007.0,0,1263,270,96,0,729,0,Erica Jong,376,0
772,1559362154,Theatre Communications Group,812/.54,PS3558.A3228 D64 2003,Dogeaters,121.0,New York,0.0,93.83333333,2003.0,0,646,270,142,0,729,0,Jessica Tarahata Hagedorn,966,0
773,1591829534,Tokyopop,,,Crescent moon.,148.0,"Los Angeles, CA",0.0,52.75,2005.0,0,1320,116,0,0,0,0,Haruko Iida,540,0
774,140003468X,Vintage,863 G37l 2003,,Love in the time of cholera,348.0,New York,0.0,40.75,2003.0,0,902,270,133,0,729,0,Gabriel Garcia Márquez,778,0
775,9500703203,Sudamericana,,,El Amor En Los Tiempos Del Colera / Love in the Times of Cholera,456.0,,0.0,1.0,1987.0,0,1501,0,0,0,0,0,Gabriel Garcia Márquez,778,0
776,097607267X,El Paso Norte Press,,,The Art of War by Mao Tse-Tung,328.0,,0.0,0.0,2005.0,0,855,0,0,0,0,0,Mao Zedong,2256,0
777,1932806490,Nostalgia Ventures,,,Doc Savage,128.0,,0.0,0.0,2006.0,0,1139,0,0,0,0,0,William G. Bogart [Kenneth Robeson],1338,0
778,3446151524,Carl Hanser,,,Cosmicomics.,417.0,,6.0,115.4,1989.0,0,1326,0,0,0,0,0,Italo Calvino,91,0
779,1400042828,Knopf,,,The view from Castle Rock,349.0,New York,2.0,7.222222222,2006.0,0,1147,270,0,13,729,0,Alice Munro,1498,1
780,1400040612,Knopf,,,Ten Days in the Hills,464.0,,5.0,23.0,2007.0,0,1147,0,0,13,0,0,Jane Smiley,1372,0
781,849793296X,,,,Huerfanos De Brooklyn/ Motherless Brooklyn,365.0,,0.0,0.0,2005.0,0,0,0,0,0,0,0,Jonathan Lethem,1822,1
782,1400102952,Tantor Media,,,"Blind Willow, Sleeping Woman",340.12267196424136,,0.0,14.5,2006.0,0,518,0,0,0,0,0,春樹 村上,1183,2
783,1400044618,Knopf,895.6/35,PL856.U673 A23 2006,"Blind window, sleeping woman",340.12267196424136,New York,0.0,0.333333333,2006.0,0,1147,270,70,13,729,1,春樹 村上,1183,2
784,055313888X,Bantam,,,Crying of Lot 49,340.12267196424136,,0.0,0.0,1980.0,0,160,0,0,7,0,0,,0,0
785,081297235X,Random House Trade Paperbacks,813/.6,PS3619.I94 P74 2005,Prep,420.0,New York,12.5,2.6,2005.0,0,683,270,287,0,729,205,Curtis Sittenfeld,2043,2
786,8426415164,Lumen Espana,,,"Tan Fuerte, Tan Cerca / Extremely Loud & Incredibly Close",441.0,,0.0,0.0,2005.0,0,1649,0,0,0,0,0,Jonathan Safran Foer,1798,0
787,009959241X,Vintage,,,The Moor's last sigh,434.0,London,1.5,43.41176471,1996.0,0,902,188,0,0,0,0,Salman Rushdie,1521,2
788,8497598369,,,,Los Versos Satanicos,679.0,,9.222222222000001,32.88888889,2003.0,0,0,0,0,0,0,0,Salman Rushdie,1521,2
789,041377242X,Methuen,,,Jesus' Son,192.0,,0.0,0.0,2004.0,0,839,0,0,0,0,0,Denis Johnson,2,0
790,067978148X,Vintage Contemporaries,813/.54,PS3555.L5937 R8 1998,The rules of attraction,283.0,New York,2.0,60.14285714,1998.0,0,188,270,345,0,729,667,Bret Easton Ellis,1781,1
791,3462030531,Kiepenheuer & Witsch,,,Die Informanten.,257.0,,0.0,0.0,2001.0,0,1040,0,0,0,0,0,Bret Easton Ellis,1781,1
792,1581821360,Cumberland House,813/.54,PS3505.A59 Z867 2000,The southern haunting of Truman Capote,135.0,"Nashville, Tenn",0.2,19.5,2000.0,0,727,290,345,0,2,667,Marie Rudisill,1109,0
793,1594201080,"Penguin Press HC, The",,,Murder in Amsterdam,288.0,,1.0,14.76470588,2006.0,0,974,0,0,0,0,0,Ian Buruma,1932,0
794,3804417353,Bange,,,"Königs Erläuterungen und Materialien, Bd.86, Narziß und Goldmund",87.0,,0.0,0.0,2001.0,0,1304,0,0,0,0,0,Hermann Hesse,1692,0
795,3518373900,Suhrkamp,,,Gertrud,340.12267196424136,Frankfurt am Main,0.0,75.44444444,1983.0,0,1437,304,0,0,0,0,Hermann Hesse,1692,0
796,3423026448,Dtv,,,Der Prozeß.,309.0,,0.0,0.0,1998.0,0,598,0,0,0,0,0,Franz Kafka,1755,0
797,3442730503,Btb Bei Goldmann,,,Naokos Lächeln. Nur eine Liebesgeschichte.,428.0,,0.0,0.0,2003.0,0,418,0,0,0,0,0,春樹 村上,1183,2
798,3596505224,"Fischer (Tb.), Frankfurt",,,Die unerträgliche Leichtigkeit des Seins. Jubiläums- Edition.,300.0,,0.0,0.0,2002.0,0,198,0,0,0,0,0,Milan Kundera,1120,0
799,3596130883,Fischer Taschenbuch Verlag GmbH,,,Die Langsamkeit,150.0,,0.0,0.0,1998.0,0,1203,0,0,0,0,0,Milan Kundera,1120,0
800,3596106729,"Fischer (Tb.), Frankfurt",,,Die Unsterblichkeit. Roman,415.0,,0.0,0.0,1992.0,0,198,0,0,0,0,0,Milan Kundera,1120,0
801,3596151287,"Fischer (Tb.), Frankfurt",,,Die Unwissenheit.,179.0,,0.0,0.0,2002.0,0,198,0,0,0,0,0,Milan Kundera,1120,0
802,4805302380,Charles E. Tuttle,,,"Friends, a Play By Kobo Abe",340.12267196424136,,0.0,0.0,1986.0,0,1116,0,0,0,0,0,,0,0
803,1582346437,Bloomsbury USA,,,Eleanor Rigby,272.0,,0.0,40.64285714,2006.0,0,1398,0,0,0,0,0,Douglas Coupland,1631,0
804,3486099213,Oldenbourg,,PT2611.R814 H635,"Max Frisch, Homo faber",109.0,München,0.0,0.0,1977.0,0,425,156,0,0,0,0,Reinhard Meurer,1476,0
805,3804417833,Bange,,,Homo Faber. Erläuterungen und Materialien. (Lernmaterialien),104.0,,0.0,0.0,2002.0,0,1304,0,0,0,0,0,Max Frisch,2024,0
806,3518010875,Suhrkamp,833.914,,Homo faber,340.12267196424136,Frankfurt,0.0,134.0,1979.0,0,1437,68,423,0,0,0,Max Frisch,2024,0
807,3458340440,"Insel, Frankfurt",,,Homo faber. Großdruck. Ein Bericht.,340.12267196424136,,0.0,0.0,1995.0,0,1107,0,0,0,0,0,Max Frisch,2024,0
808,1400076323,Vintage,,,The Philosophy of Jean-Paul Sartre,512.0,,0.0,0.5,2003.0,0,902,0,0,0,0,0,Jean-Paul Sartre,1700,0
809,184391400X,HESPERUS PRESS,,,WALL; TRANS. BY ANDREW BROWN.,340.12267196424136,LONDON,0.0,0.0,2005.0,0,1590,230,0,0,0,0,Jean-Paul Sartre,1700,0
810,3492207006,Piper,,,Die entdeckung der Langsamkeit,358.0,Munchen,0.0,0.0,2001.0,0,1032,131,0,0,0,0,Sten Nadolny,1536,0
811,3423026189,Dtv,,,Der Schimmelreiter. Berlin 1888.,187.0,,0.0,0.0,1997.0,0,598,0,0,0,0,0,Theodor Storm,2251,0
812,1594481938,Penguin,,,Long Way Down,340.12267196424136,,0.0,0.0,2006.0,0,1300,0,0,1,0,0,Nick Hornby,1343,2
813,185549695X,BBC Audiobooks,,,Clockwork ,340.12267196424136,,0.0,0.0,2002.0,0,1531,0,0,0,0,0,Philip Pullman,379,0
814,038531129X,Delta Trade Paperbacks,941.105/092,DA787.A1 F74 2001,"Mary, Queen of Scots",613.0,New York,14.5,19.0,2001.0,0,996,270,343,0,729,0,Antonia Fraser,84,0
815,043999926X,Scholastic Hippo,,,Mary Queen of Scots and Her Hopeless Husbands (Dead Famous),208.0,,0.0,167.0,2001.0,0,205,0,0,0,0,0,Margaret Simpson,2165,0
816,1841490644,Orbit,,,Otherland,1312.0,,0.0,94.33333333,2002.0,0,89,0,0,2,0,0,Tad Williams,1411,0
817,1857237641,Orbit,,,Otherland,816.0,,0.0,94.33333333,1999.0,0,89,0,0,2,0,0,Tad Williams,1411,0
818,1860645887,Tauris Parke Paperbacks,941.105/092,DA787.A1 W76 2001,"Mary, Queen of Scots",208.0,London,8.0,64.5,2001.0,0,1157,188,343,0,0,0,Jenny Wormald,652,0
819,034543708X,Ballantine Books,,,Henry VIII,656.0,,25.0,36.85714286,2002.0,0,449,0,0,59,0,0,Alison Weir,1253,0
820,3499222507,Rowohlt Tb.,,,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah.,340.12267196424136,,0.0,0.0,1998.0,0,337,0,0,0,0,0,春樹 村上,1183,2
821,3442727952,btb,,,Gefährliche Geliebte,217.0,,0.0,0.0,2002.0,0,1674,0,0,0,0,0,春樹 村上,1183,2
822,3518396978,Suhrkamp,,,Hard-boiled Wonderland und das Ende der Welt.,340.12267196424136,,0.0,0.0,2000.0,0,1437,0,0,0,0,0,春樹 村上,1183,2
823,1593080344,Barnes & Nobel Classics,823/.8,PR4621 2003,"The Complete Sherlock Holmes, Volume I",340.12267196424136,"New York, NY, USA",19.66666667,16.4,2003.0,0,388,117,138,0,1,0,Arthur Conan Doyle,2072,0
824,1853262455,Wordsworth,823.912,,The lost world,461.0,Ware,3.0,38.5,1995.0,0,986,94,166,0,0,0,Arthur Conan Doyle,2072,0
825,189491712X,Napoleon Publishing,,,The Devil's in the Details,314.0,,0.0,167.0,2004.0,0,535,0,0,0,0,0,Mary Jane Maffini,391,0
826,140550028X,Time Warner AudioBooks,,,Naked,340.12267196424136,,35.0,2.3,2004.0,0,204,0,0,0,0,0,David Sedaris,1114,1
827,8644101277,Izd. kuća Draganić,,PG1419.15.R5 A6 1996a,Venac sonetnih venaca,222.0,Zemun,0.0,0.0,1996.0,0,1023,107,0,0,0,0,"Erić, Dobrica.",1463,0
828,055312997X,Bantam Books,,,The far pavilions,1191.0,New York,3.0,129.4,1979.0,0,121,270,0,24,729,0,M.M. Kaye,1138,0
829,031215125X,St. Martin's Griffin,,,The Far Pavilions,960.0,,3.0,82.0,1997.0,0,189,0,0,1,0,0,M.M. Kaye,1138,0
830,8401302943,Plaza & Janes Editories Sa,,,Pabellones Lejanos/Far Pavilions,340.12267196424136,,0.0,0.0,1984.0,0,322,0,0,0,0,0,M.M. Kaye,1138,0
831,1570625190,Shambhala,,QC6 .C277 1999,The Tao of physics,366.0,Boston,0.0,56.3,2005.0,0,1289,6,0,0,3,0,Fritjof Capra,605,0
832,2884490477,GB Science Publishers SA,741.973,NC1075.F44 A4 1995,The art of Richard P. Feynman,173.0,Basel,0.0,0.0,1995.0,0,452,263,56,0,0,0,Richard Phillips Feynman,313,0
833,080283972X,William B. Eerdmans,291.2/11/0933,BS1192.6,The early history of God,243.0,"Grand Rapids, Mich",1.0,0.222222222,2002.0,0,331,183,336,0,0,0,Mark S. Smith,656,0
834,1592572227,Alpha Books,200,BL80.3 .T67 2004,The Complete Idiot's Guide to World Religions,405.0,"New York, USA",0.0,0.0,2004.0,0,898,367,250,0,51,0,Brandon Toropov,892,0
835,140005477X,Three Rivers Press,973.917,E806 .P68 2004,FDR's folly,336.0,New York,35.0,68.33333333,2003.0,0,1234,270,421,0,729,0,"Powell, Jim",769,0
836,031242602X,Picador,,,The Argumentative Indian,409.0,,0.0,134.33333330000002,2006.0,0,1244,0,0,0,0,0,Amartya Kumar Sen,1647,0
837,1584795425,"Stewart, Tabori & Chang",305.40973/09045,HQ1221 .R59 2006,"Things to bring, s#!t to do ... and other inventories of anxiety",158.0,New York,0.0,5.25,2006.0,0,1322,270,85,0,729,0,Karen Rizzo,408,0
838,043916592X,Scholastic,,,The last of the really great whangdoodles,277.0,,0.0,0.0,2000.0,0,1273,0,0,0,0,0,Julie Andrews Edwards,199,0
839,1846162661,Orchard Books,,,Giraffes Can't Dance,32.0,,0.0,0.0,2007.0,0,622,0,0,0,0,0,,0,0
840,141694740X,Simon Spotlight Entertainment,306.7,HQ801 .B37 2006,He's just not that into you,187.0,New York,0.0,48.66666667,2006.0,0,303,270,219,0,729,0,Greg Behrendt,883,0
841,1558322450,Harvard Common Press,,,Not Your Mother's Slow Cooker Cookbook,512.0,,0.0,83.5,2005.0,0,1377,0,0,0,0,0,Beth Hensperger,492,0
842,1575420775,Free Spirit Publishing,,,Hands Are Not for Hitting,35.0,,0.0,402.0,2000.0,0,1052,0,0,0,0,0,Martine Agassi Ph.D.,818,0
843,1561583766,Taunton Press,728'.37,NA7125.S87 1998,The Not So Big House,208.0,"Newtown, CT, USA",0.0,44.66666667,2001.0,0,1397,37,338,0,0,0,Sarah Susanka,511,0
844,174059746X,Lonely Planet,917.2910464,,Cuba.,520.0,"Footscray, Vic",3.0,0.0,2006.0,0,1702,280,281,0,0,0,Brendan Sainsbury,47,0
845,1843534096,Rough Guides,,,Cuba,664.0,London,3.0,201.0,2005.0,0,343,188,0,0,0,0,Fiona McAuslan,1105,0
846,1740591208,Lonely Planet,917.29104,F1754.7 .G57 2004,Cuba,468.0,"Footscray, Vic",3.0,134.0,2004.0,0,1702,280,71,0,0,0,Conner Gorry,1307,0
847,1573225053,Riverhead Books,813/.54,PS3521.E735 D46 1995,Desolation angels,409.0,New York,0.0,41.75,1995.0,0,1526,270,345,9,729,667,Jack Kerouac,1911,0
848,1556434308,North Atlantic Books,,,Healing With Whole Foods,750.0,,0.0,40.2,2002.0,0,1131,0,0,0,0,0,Paul Pitchford,1233,0
849,1598870548,Highbridge Audio,,,The Discomfort Zone,340.12267196424136,,0.0,129.75,2006.0,0,488,0,0,0,0,0,Jonathan Franzen,340,2
