,ISBN,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date,on_NYT,publisher_id,publishplace_id,dewey_id,publisher_freq,publish_place_freq,dewey_freq,Author,author_id,author_frequency
2648,1551668513,Mira,823,PS3561.R44 W42 1991,The wedding night,249.0,"Don Mills, Ont",0.0,0.0,1991.0,0,1057,278,247,5,8,1,Jayne Ann Krentz,879,9
2649,1852339462,Springer,,,The Future of the Universe (Astronomers' Universe),175.0,,0.0,0.0,2006.0,0,1386,0,0,0,0,0,Jack Meadows,2037,0
2650,014024350X,Penguin Books,823/.912,PR6013.R44 Q5 1996,The quiet American,515.0,New York,0.0,43.76470588,1996.0,0,397,270,252,1,729,0,Graham Greene,1267,0
2651,1578068894,University Press of Mississippi,791.4302/33092273,PN1998.3.C6635 C64 2006,The Coen brothers,340.12267196424136,Jackson,35.0,0.5,2006.0,0,1339,88,152,0,0,0,Joel Coen,1548,0
2652,082543632X,Kregel Publications,,,Raising the Bar,176.0,,0.0,0.0,2004.0,0,209,0,0,0,0,0,Alvin Reid,1347,0
2653,067974827X,Vintage Books,813/.54,PS3568.O855 M9 1993,My life as a man,334.0,New York,35.0,58.625,1993.0,0,940,270,345,0,729,667,Philip Roth,846,2
2654,8420465062,Santillana USA Publishing Company,,,El animal moribundo = The Dying Animal,176.0,,29.25,1.1,2002.0,0,193,0,0,0,0,0,Philip Roth,846,2
2655,1932664084,Oni Press,,PN6734.S36 O43 2004,Scott Pilgrim.,340.12267196424136,"Portland, Or",0.0,53.625,2004.0,0,457,332,0,0,0,0,Bryan Lee O'Malley,1465,0
2656,1566993237,Alban Institute,277.3/083,BV700 .F76 2006,From nomads to pilgrims,340.12267196424136,"Herndon, VA",35.0,0.0,2006.0,0,1444,259,51,0,0,0,Diana Butler Bass,570,0
2657,1580931774,Monacelli Press,307.1/21609747,HT168.N5 S74 2006,New York 2000,1520.0,New York,39.5,1.5,2006.0,0,1711,270,60,0,729,0,Robert A. M. Stern,653,0
2658,221102288X,l'ecole des loisirs,,,La toile de Charlotte,192.0,,0.0,22.57575758,2002.0,0,601,0,0,0,0,0,E. B. White,1350,0
2659,155652482X,Lawrence Hill Books,,E,They dare to speak out,404.0,"Chicago, IL",0.0,0.0,2003.0,0,1595,61,0,0,0,0,Paul Findley,582,0
2660,057120905X,Faber and Faber,,,Famous Last Words,396.0,,25.0,73.0,2001.0,0,700,0,0,0,0,0,Timothy Findley,1318,0
2661,1560761547,Wizards of the Coast,,,Into the Void (Spelljammer Books),320.0,,0.0,0.0,1991.0,0,1265,0,0,8,0,0,Nigel Findley,924,0
2662,159308269X,Barnes & Noble Classics,,,Essential Dialogues of Plato,624.0,,0.0,167.0,2005.0,0,1520,0,0,0,0,0,Plato,821,0
2663,1593080972,Barnes & Noble Classics,,,Republic,496.0,,0.0,19.11764706,2005.0,0,1520,0,0,0,0,0,Plato,821,0
2664,156280135X,Naiad Press,813/.54,PS3563.C3877 I56 1996,Inner circle,196.0,"Tallahassee, Fla",4.0,6.2,1996.0,0,1262,142,345,0,0,667,Claire McNab,1197,0
2665,034546141X,Ballantine Books,,,The rising tide,536.0,New York,2.0,6.5,2006.0,0,449,270,0,59,729,0,Jeff Shaara,1014,5
2666,1841580651,Birlinn,813.54,,Gods and generals,498.0,Edinburgh,12.0,19.6,2000.0,0,1060,243,452,0,0,6,Jeff Shaara,1014,5
2667,1862074054,Granta,,,Moth smoke,244.0,London,1.0,45.2,2001.0,0,147,188,0,0,0,0,Mohsin Hamid,1899,0
2668,1883011671,Literary Classics of the United States,813/.52,PS3515.A4347 A6 1999a,Complete novels,967.0,New York,35.0,82.33333333,1999.0,0,1409,270,69,0,729,0,Dashiell Hammett,1653,0
2669,1931082006,"Library of America, The",,,Crime Stories and Other Writings.,940.0,S. l,0.0,83.5,2005.0,0,672,74,0,0,0,0,Dashiell Hammett,1653,0
2670,038541627X,Doubleday,813/.54,PS3551.S5 A6 1990,The complete stories,340.12267196424136,New York,0.0,95.0,1990.0,0,1337,270,345,38,729,667,Isaac Asimov,1972,0
2671,2290315524,J'ai lu,,,"Le Cycle d'Ender, tome 3 ",340.12267196424136,,0.0,0.0,2001.0,0,1254,0,0,0,0,0,Orson Scott Card,1266,4
2672,1905850581,Mongoose Publishing,,,RuneQuest - Elric of Melnibone,96.0,,0.0,0.0,2007.0,0,486,0,0,0,0,0,Gareth Hanrahan,987,0
2673,158240612X,Image Comics,,,The Walking Dead Vol. 5,136.0,,0.5,1.5,2006.0,0,1161,0,0,0,0,0,Robert Kirkman,1838,4
2674,1401359345,Miramax,,,BEING DEAD IS NO EXCUSE,272.0,,1.75,60.0,2005.0,0,1198,0,0,0,0,0,Gayden Metcalfe,1305,0
2675,1582404879,Image Comics,,,The Walking Dead Vol. 3,136.0,,0.0,0.0,2005.0,0,1161,0,0,0,0,0,,0,0
2676,1582406197,Image Comics,,,The Walking Dead Book 1 (Walking Dead),304.0,,0.0,10.0,2006.0,0,1161,0,0,0,0,0,Robert Kirkman,1838,4
2677,1400095956,Vintage Books,813/.6,PS3602.R63 B75 2007,The brief history of the dead,252.0,New York,2.0,72.25,2007.0,0,940,270,287,0,729,205,Kevin Brockmeier,44,0
2678,1930692471,Beckett Media,,,Beckett Football Card Price Guide 2006-2007 ,830.0,,0.0,0.0,2006.0,0,153,0,0,0,0,0,,0,0
2679,1401917178,Hay House,,,The Power of Infinite Love & Gratitude,240.0,,0.0,167.0,2007.0,0,1215,0,0,0,0,0,Darren R. Weissman,1914,0
2680,1563895161,DC Comics,741.5/973,PN6728.M43 M66 1999,Michael Moorcock's multiverse,285.0,New York,0.0,0.0,1999.0,0,1613,270,262,0,729,0,Michael Moorcock,1292,0
2681,1565041917,White Wolf Games Studio,,,The Eternal Champion,484.0,,0.0,0.0,1996.0,0,985,0,0,0,0,0,Michael Moorcock,1292,0
2682,1590170784,New York Review Books,813/.4,PS2116 .I9 2004,The ivory tower,266.0,New York,1.0,29.83333333,2004.0,0,58,270,214,0,729,0,Henry James Jr.,475,0
2683,3596118840,"Fischer (Tb.), Frankfurt",,,Die Schwimmbad- Bibliothek.,340.12267196424136,,0.0,0.0,1994.0,0,198,0,0,0,0,0,Alan Hollinghurst,1710,0
2684,887782719X,Distribooks,,,L'Albero / The Giving Tree,340.12267196424136,,0.0,0.0,2002.0,0,816,0,0,0,0,0,Shel Silverstein,1618,0
2685,1597221104,Wheeler Pub.,813/.6,PS3604.A949 U528 2005,Undead and unwed,340.12267196424136,"Waterville, Me",0.0,10.9,2005.0,0,484,62,287,0,0,205,MaryJanice Davidson,71,2
2686,1597221287,Wheeler Pub.,813/.6,PS3604.A949 U525 2005b,Undead and unappreciated,340.12267196424136,"Waterville, Me",0.0,63.0,2005.0,0,484,62,287,0,0,205,MaryJanice Davidson,71,2
2687,1586970771,Starlight Writer Publications,,,Love Lies,340.12267196424136,,0.0,0.0,2000.0,0,609,0,0,0,0,0,MaryJanice Davidson,71,2
2688,037380251X,Luna,,,Divine By Choice,432.0,,0.0,21.75,2006.0,0,354,0,0,0,0,0,P. C. Cast,1245,0
2689,1401210619,Vertigo,,,"Loveless, Vol. 1",128.0,,0.0,0.0,2006.0,0,347,0,0,0,0,0,Brian Azzarello,1107,0
2690,1560971169,Fantagraphics,,,Like a velvet glove cast in iron,142.0,"Seattle, WA",35.0,201.0,1993.0,0,1571,128,0,0,0,0,Daniel Clowes,1826,0
2691,1569709068,Digital Manga Publishing,,,Little Butterfly Volume 2,184.0,,0.0,0.0,2006.0,0,358,0,0,0,0,0,Hinako Takanaga,2023,0
2692,156970905X,Digital Manga Publishing,,,"Little Butterfly, Volume 3",184.0,,0.0,0.0,2007.0,0,358,0,0,0,0,0,Hinako Takanaga,2023,0
2693,1569709076,Digital Manga Publishing,,,Little Butterfly Volume 1,184.0,,0.0,0.0,2006.0,0,358,0,0,0,0,0,Hinako Takanaga,2023,0
2694,031235360X,Thomas Dunne Books,813/.54,PS3558.A44363 S76 2006,A stolen season,290.0,New York,0.666666667,81.83333333,2006.0,0,797,270,345,3,729,667,Steve Hamilton,1186,0
2695,1421505606,VIZ Media LLC,,,"Sensual Phrase, Volume 15 (Sensual Phrase)",208.0,,0.0,0.0,2006.0,0,1354,0,0,0,0,0,Mayu Shinjo,735,0
2696,1421505622,VIZ Media LLC,,,"Sensual Phrase, Volume 17 (Sensual Phrase)",208.0,,0.0,0.0,2006.0,0,1354,0,0,0,0,0,Mayu Shinjo,735,0
2697,1591164494,Viz,,,Sensual phrase.,340.12267196424136,"San Francisco, CA",1.0,0.14285714300000002,2004.0,0,1219,325,0,0,0,0,Mayu Shinjo,735,0
2698,006057299X,HarperTorch,,CPB Box no. 2379 vol. 7,Every which way but dead,501.0,New York,0.0,7.785714286,2005.0,0,226,270,0,0,729,0,Kim Harrison,946,6
2699,006085409X,Harper Collins,,PS,Dates from hell,404.0,New York,0.0,54.33333333,2006.0,0,1096,270,0,0,729,0,Kim Harrison,946,6
2700,3442356911,Goldmann,,,Schattenkuss.,573.0,,0.0,0.0,2002.0,0,1367,0,0,0,0,0,Laurell K. Hamilton,1528,10
2701,067179566X,Pocket Books,,PS3558.A4432 N53 1992x,Nightshade,276.0,New York,0.0,80.85714286,1992.0,0,1379,270,0,5,729,0,Laurell K. Hamilton,1528,10
2702,051513970X,Jove Books,,CPB Box no. 2378 vol. 3,Bite,297.0,New York,0.0,21.5,2005.0,0,43,270,0,0,729,0,Laurell K. Hamilton,1528,10
2703,3442358957,Goldmann,,,Nachtschwärmer.,586.0,,0.0,0.0,2003.0,0,1367,0,0,0,0,0,Laurell K. Hamilton,1528,10
2704,1841492019,Orbit,,,Cerulean Sins ,528.0,,0.0,167.0,2003.0,0,89,0,0,2,0,0,Laurell K. Hamilton,1528,10
2705,4835212053,Biblos,,,4 (Haru wo Daite Ita) (in Japanese),340.12267196424136,,0.0,0.0,2005.0,0,289,0,0,0,0,0,Yuuka Nitta,1984,0
2706,4882719614,Biblos,,,1 (Haru wo Daite Ita [Super Beboy]) (in Japanese),190.0,,0.0,0.0,2005.0,0,289,0,0,0,0,0,Youka Nitta,1209,0
2707,1933440171,Be Beautiful,741.5/952,PN6790.J34 F5313 2007,Finder series,340.12267196424136,New York,0.0,0.0,2007.0,0,629,270,222,0,729,0,Ayano Yamane,1816,0
2708,193344018X,Be Beautiful,,,Embracing Love 5,216.0,,0.0,0.0,2007.0,0,629,0,0,0,0,0,Youka Nitta,1209,0
2709,1933440198,Be Beautiful,,,Embracing Love 6,216.0,,0.0,0.0,2007.0,0,629,0,0,0,0,0,Youka Nitta,1209,0
2710,044023803X,Laurel Leaf,,,Hawksong: The Kieshaa'ra,256.0,,0.0,0.0,2004.0,0,1223,0,0,0,0,0,Amelia Atwater-Rhodes,1978,0
2711,1416532358,Simon & Schuster,,,Ricochet,400.0,,3.333333333,87.64285714,2007.0,0,470,0,0,62,0,0,Sandra Brown,1009,7
2712,055329783X,Bantam,,,A whole new light,261.0,New York,0.0,83.0,1992.0,0,160,270,0,7,729,0,Sandra Brown,1009,7
2713,077832284X,Mira,813/.54,,A Secret splendor,280.0,"Dons Mills, Ont",0.0,54.72727273,1983.0,0,1057,46,345,5,0,667,Sandra Brown,1009,7
2714,044661291X,Warner Books,813/.54,PS3552.R718,Not even for love,200.0,New York,0.5,8.75,2004.0,0,430,270,345,0,729,667,Sandra Brown,1009,7
2715,1551666723,MIRA Books,,,The thrill of victory,234.0,"Ontario, Canada",35.0,103.8571429,1989.0,0,1428,248,0,1,0,0,Sandra Brown,1009,7
2716,155166531X,Mira Books,,,Tiger Prince,298.0,Ontario,1.0,116.66666670000001,1985.0,0,1401,137,0,2,0,0,Sandra Brown,1009,7
2717,1551666014,Mira,PB,,Tomorrow's promise,296.0,Don Mills ON,20.0,60.3,1983.0,0,1057,267,10,5,0,0,Sandra Brown,1009,7
2718,044677698X,Warner Books,,,Another Dawn,340.12267196424136,,14.0,119.0,1993.0,0,430,0,0,0,0,0,Sandra Brown,1009,7
2719,077832026X,Mira,,,Above And Beyond,240.0,,0.0,0.0,2004.0,0,1057,0,0,5,0,0,Sandra Brown,1009,7
2720,1551667932,MIRA Books,,,The Devil's own,232.0,"Don Mills, Ont",0.0,87.33333333,1987.0,0,1428,278,0,1,8,0,Sandra Brown,1009,7
2721,1551660954,Mira,813/.54,PS3552.R718 S33 1983,A secret splendor,297.0,"Dons Mills, Ont",0.0,54.72727273,1983.0,0,1057,46,345,5,0,667,Sandra Brown,1009,7
2722,3764501359,Blanvalet Verlag GmbH,,,Betrogen.,512.0,,0.0,0.0,2003.0,0,237,0,0,0,0,0,Sandra Brown,1009,7
2723,1400001048,Plaza y Janes,,,Un nuevo amanecer,560.0,,0.0,0.0,2002.0,0,822,0,0,0,0,0,Sandra Brown,1009,7
2724,8401505534,"Plaza & Janes Editores, S.A.",,,Anhelos ocultos,381.0,,0.0,0.0,1999.0,0,1053,0,0,0,0,0,Sandra Brown,1009,7
2725,3442354994,Goldmann,,,Schöne Lügen.,255.0,,0.0,0.0,2001.0,0,1367,0,0,0,0,0,Sandra Brown,1009,7
2726,1931859256,Haymarket Books,335.4/22,HX273 .M24613 2005,The Communist manifesto,340.12267196424136,"Chicago, IL",8.0,34.10526316,2005.0,0,1000,61,44,0,0,0,Karl Marx,1514,0
2727,1599869950,"Filiquarian Publishing, LLC",,,The Communist Manifesto,88.0,,8.0,34.10526316,2005.0,0,286,0,0,0,0,0,Karl Marx,1514,0
2728,1593083750,Barnes & Noble,,,The Communist Manifesto And Other Writings,340.12267196424136,,0.0,0.0,2005.0,0,1470,0,0,0,0,0,Martin Puchner,2153,0
2729,014303751X,Penguin (Non-Classics),,,The Communist Manifesto,128.0,,0.0,0.0,2006.0,0,569,0,0,0,0,0,Karl Marx,1514,0
2730,2264022442,Editions 10/18,,,Paddy Clarke ha ha ha,307.0,,5.0,10.125,1998.0,0,1374,0,0,0,0,0,Roddy Doyle,1365,0
2731,1840466723,Icon,194,,Introducing Sartre,175.0,"Thriplow, U.K",0.0,0.0,2005.0,0,223,293,410,0,0,0,Philip Malcolm Waller Thody,348,0
2732,041537846X,Routledge,325/.3,DT33.5 .S3713 2006,Colonialism and neocolonialism,340.12267196424136,London,4.666666667,41.52941176,2006.0,0,424,188,145,0,0,0,Jean-Paul Sartre,1700,0
2733,1555974325,Graywolf Press,,,American Sublime,96.0,"Saint Paul, USA",0.0,71.5,2005.0,0,1585,336,0,0,0,0,Elizabeth Alexander,1871,0
2734,1581150377,school of Visual arts,,BH301.S7 G55 1999,Beauty and the contemporary sublime,155.0,New York,0.0,402.0,1999.0,0,1270,270,0,0,729,0,Jeremy Gilbert-Rolfe,724,0
2735,1566633222,I.R. Dee,824/.912,PR6015.U9 A6 2000,Complete essays,340.12267196424136,Chicago,0.0,167.0,2000.0,0,691,323,357,0,0,0,Aldous Huxley,1832,0
2736,014005958X,Penguin (Non-Classics),,,The Mottled Lizard,336.0,,0.0,144.25,1982.0,0,569,0,0,0,0,0,Elspeth Joscelin Grant Huxley,1436,0
2737,156663394X,I.R. Dee,824/.912,PR6015.U9 A6 2000,Complete essays,340.12267196424136,Chicago,0.0,167.0,2000.0,0,691,323,357,0,0,0,Aldous Huxley,1832,0
2738,1566631270,Ivan R. Dee,184,B395 .S768 1996,Plato in 90 minutes,85.0,Chicago,0.0,0.0,1996.0,0,66,323,329,0,0,0,Paul Strathern,325,0
2739,014118454X,Penguin Classics,,,Despair,340.12267196424136,,0.0,0.0,2000.0,0,196,0,0,0,0,0,Vladimir Nabokov,1345,0
2740,1590175867,,943.086092,DD253 .R384 2013,Diary of a man in despair,244.0,,4.0,12.5,2013.0,0,0,0,412,0,0,0,Fritz Percy Reck-Malleczewen,711,0
2741,1400041988,Alfred A. Knopf,813/.54,PS3527.A15 P59 2004,Pnin,143.0,New York,0.0,41.1,2004.0,0,1344,270,345,35,729,667,Vladimir Nabokov,1345,0
2742,034547242X,Modern Library,,,The Hunchback of Notre-Dame,576.0,,0.0,0.0,2004.0,0,1343,0,0,0,0,0,Victor Hugo,75,0
2743,078686334X,Hyperion,791.43/72,NC1766.U52 D52 1996b,The art of The hunchback of Notre Dame,189.0,New York,35.0,33.4,1996.0,0,1143,270,173,10,729,0,Stephen Rebello,2236,0
2744,1590600789,Waldman Publishing Corp.,,,"The Hunchback of Notre Dame, Illustrated Classic Editions",340.12267196424136,,0.0,22.0,1994.0,0,361,0,0,0,0,0,,0,0
2745,006114004X,Rayo,,,Cartas del Diablo a Su Sobrino,144.0,,0.0,0.0,2006.0,0,372,0,0,0,0,0,C. S. Lewis,993,0
2746,082641897X,Continuum International Publishing Group,,,Beyond the Chains of Illusion,140.0,,0.0,167.0,2006.0,0,591,0,0,0,0,0,Erich Fromm,131,0
2747,4990327500,Intercultural Publishing,,,The Art of Loving by Erich Fromm,227.0,,0.0,0.0,2006.0,0,1008,0,0,0,0,0,Lala Okamoto,1336,0
2748,1857150260,Everyman's Library,,,Gulliver's Travels (Everyman's Library Classics),326.0,,29.5,1.275862069,1991.0,0,763,0,0,0,0,0,Jonathan Swift,1428,0
2749,9810549415,YoungJin Singapore Pte. Ltd.,,,Gulliver's Travels,148.0,,0.0,167.0,2007.0,0,456,0,0,0,0,0,YKids,2100,0
2750,1416540261,Scribner,,,Darkness at Noon,288.0,,1.5,64.8,2006.0,0,505,0,0,31,0,0,Arthur Koestler,665,0
2751,1590302087,Shambhala,,,Making a Change for Good,144.0,,0.0,28.0,2007.0,0,1289,0,0,0,0,0,Cheri Huber,1095,0
2752,014017897X,Penguin (Non-Classics),,PQ1642.E5 C6 1993,Montaigne,416.0,,0.0,0.0,1993.0,0,569,0,0,0,0,0,Michel de Montaigne,346,0
2753,1400040213,A.A. Knopf,844/.3,PQ1642.E5 F7 2003,The complete works,1336.0,New York,0.0,1.0,2003.0,0,1182,270,174,0,729,0,Michel de Montaigne,346,0
2754,1888996285,Red Hen Press,,HN90.R3 H574 2000,To America with love,209.0,Los Angeles,35.0,1.0,2000.0,0,1299,238,0,0,0,0,Anita Hoffman,1444,0
2755,1591824532,TokyoPop,,,"The Vision of Escaflowne, Vol. 8",202.0,,0.0,0.0,2004.0,0,934,0,0,0,0,0,Katsu Aki,13,0
2756,1593072023,Dark Horse Manga,,PN6727.H535 H45 2003,Hellsing,340.12267196424136,"Milwaukie, OR",30.0,19.2,2003.0,0,881,166,0,0,0,0,Kohta Hirano,127,0
2757,1593072597,Dark Horse Manga,,PN6727.H535 H45 2003,Hellsing,340.12267196424136,"Milwaukie, OR",30.0,19.2,2003.0,0,881,166,0,0,0,0,Kohta Hirano,127,0
2758,9177129334,Alfabeta,,PT9875.H48 V47 1999,Verserade tankar,110.0,[Stockholm],0.0,0.0,1999.0,0,956,87,0,0,0,0,Lennart Hellsing,1968,0
2759,1414302681,Tyndale House Publishers,[Fic],PZ7.J4138 Sh 2005,Shaken,368.0,"Wheaton, Ill",0.0,42.5,2005.0,0,309,58,236,3,0,4,Jerry B. Jenkins,1806,0
2760,1414305818,Tyndale House Publishers,,,The Rapture,351.0,,0.0,41.75,2007.0,0,309,0,0,3,0,0,Jerry B. Jenkins,1806,0
2761,1569550344,Charis,242/.2,BX2179.A8 E5 1998,Restless till we rest in you,158.0,"Ann Arbor, Mich",0.0,0.6,1998.0,0,1381,307,251,0,0,0,Thomas Paul Thigpen,2029,0
2762,1400080371,Three Rivers Press,,,The crazyladies of Pearl Street,367.0,New York,0.0,57.5,2005.0,0,1234,270,0,0,729,0,Trevanian.,2176,0
2763,1400098041,Three Rivers Press,813/.54,PS3570.R44 S9 2005,The summer of Katya,275.0,New York,0.0,42.0,2005.0,0,1234,270,345,0,729,667,Trevanian.,2176,0
2764,1400098238,Three Rivers Press,813/.54,PS3570.R44 M35 2005,The Main,340.0,New York,0.666666667,164.33333330000002,2005.0,0,1234,270,345,0,729,667,Trevanian.,2176,0
2765,1400098025,Three Rivers Press,813/.54,PS3570.R44 E5 2005,The Eiger sanction,322.0,New York,0.666666667,73.83333333,2005.0,0,1234,270,345,0,729,667,Trevanian.,2176,0
2766,1400071577,WaterBrook Press,,,Scoop (The Occupational Hazards Series #1),336.0,,0.0,0.333333333,2006.0,0,554,0,0,0,0,0,Rene Gutteridge,18,0
2767,1417920769,Kessinger Publishing,,,Decline And Fall,300.0,,20.0,58.0,2005.0,0,937,0,0,0,0,0,Evelyn Waugh,1156,0
2768,082942122X,Loyola Classics,823/.912,PR6045.A97 H45 2005,Helena,239.0,"Chicago, Ill",0.0,0.0,2005.0,0,98,339,252,0,0,0,Evelyn Waugh,1156,0
2769,014303748X,Penguin (Non-Classics),,,Rounding the Mark,272.0,,0.0,11.4,2006.0,0,569,0,0,0,0,0,Andrea Camilleri,382,0
2770,014303460X,Penguin Books,,PQ4863.A3894 G3713 2005,Excursion to Tindari,295.0,New York,0.0,27.0,2005.0,0,397,270,0,1,729,0,Andrea Camilleri,382,0
2771,067104155X,Pocket Books,,CPB Box no. 2081 vol. 2,Legacy of blood,355.0,New York,0.0,201.0,2001.0,0,1379,270,0,5,729,0,Richard A. Knaak,2017,0
2772,1594970009,Public Square Books,,,El Escorpion vol. 1,56.0,,0.0,0.0,2004.0,0,1706,0,0,0,0,0,Enrico Marini,1047,0
2773,037330191X,Silhouette,,,Rancho Diablo (Western Lovers),340.12267196424136,,0.0,0.0,1990.0,0,28,0,0,0,0,0,,0,0
2774,8437604826,Cátedra,863/.3,PQ6496 .D5 1984,El diablo Cojuelo,175.0,Madrid,0.0,32.0,1984.0,0,626,165,363,0,0,0,Luis Vélez de Guevara y Dueñas,1640,0
2775,8478443746,Siruela,,,El Diablo de Los Numeros (Las Tres Edades),340.12267196424136,,0.0,0.0,1998.0,0,1168,0,0,0,0,0,Hans Magnus Enzensberger,430,0
2776,9580408556,Grupo Editorial Norma,,,El Diablo De La Botella / the Demon of the Bottle,340.12267196424136,,0.0,0.0,1996.0,0,1014,0,0,0,0,0,Robert Louis Stevenson,1613,0
2777,1595322329,TokyoPop,,,"Diabolo, Vol. 1",199.0,,0.0,0.0,2004.0,0,934,0,0,0,0,0,,0,0
2778,1740599241,Lonely Planet Publications,,,Lonely Planet Japan,812.0,,0.0,0.0,2005.0,0,1050,0,0,0,0,0,,0,0
2779,1565840399,New Press,,,Japan at war,479.0,New York,1.0,20.6,1992.0,0,1349,270,0,0,729,0,Haruko Taya Cook,1031,0
2780,1933633107,Melville House,428.2,PE1375 .F56 2006,Sister Bernadette's barking dog,154.0,"Hoboken, N.J",0.0,67.0,2006.0,0,1474,232,374,0,0,0,Kitty Burns Florey,2060,0
2781,1573833762,Regent College Publishing,,,Chronicles of Wasted Time,576.0,,25.0,73.25,2006.0,0,161,0,0,0,0,0,Malcolm Muggeridge,1981,0
2782,1403356203,1st Books Library,,,Lila's Child,600.0,,0.0,0.0,2003.0,0,240,0,0,0,0,0,Robert M. Pirsig,1385,0
2783,158005188X,Seal Press,305.48/96914,HQ1161 .H65 2006,Homelands,343.0,"Emeryville, CA",0.0,1.75,2006.0,0,1222,221,171,0,0,0,,0,0
2784,1400034299,Vintage,,,The Dew Breaker,340.12267196424136,,1.6666666669999999,23.0,2005.0,0,902,0,0,0,0,0,Edwidge Danticat,1418,0
2785,141430577X,Tyndale House Publishers,813/.54,PS3562.A315 R44 2005,The regime,391.0,"Wheaton, Ill",0.0,93.66666667,2005.0,0,309,58,345,3,0,667,Jerry B. Jenkins,1806,0
2786,8489846936,Alba,,,Shirley,340.12267196424136,,10.16666667,62.45454545,2000.0,0,610,0,0,0,0,0,Charlotte Brontë,1887,0
2787,037575850X,Modern Library,823/.8,PR4167 .V5 2001,Villette,590.0,New York,19.66666667,12.1,2001.0,0,1343,270,138,0,729,0,Charlotte Brontë,1887,0
2788,1840220600,Wordsworth Editions Ltd,,,Selected Works of the Bronte Sisters,1376.0,,0.0,0.0,2005.0,0,48,0,0,0,0,0,Anne Brontë,844,0
2789,1551521911,Arsenal Pulp Press,,,Patience & Sarah ,240.0,,0.0,0.0,2005.0,0,717,0,0,0,0,0,Isabel Miller,2186,0
2790,1400034205,Vintage,,,The Razor's Edge,320.0,,6.333333333,4.153846154,2003.0,0,902,0,0,0,0,0,W. Somerset Maugham,1608,0
2791,1853260215,Wordsworth Editions,,,"The history ofTom Jones, a foundling",413.0,Ware,39.5,49.25,1992.0,0,617,94,0,0,0,0,Henry Fielding,1865,0
2792,193108209X,Library of America,810.8/0355,PS509.B37 B37 2002,Baseball,721.0,New York,0.0,0.0,2002.0,0,654,270,380,0,729,0,Nicholas Dawidoff,2021,0
2793,1593978863,Audio Renaissance,,,Robert Ludlum's The Altman Code,340.12267196424136,,6.0,21.76923077,2005.0,0,170,0,0,0,0,0,Gayle Lynds,2055,0
2794,057121150X,Faber and Faber,,PS3612.A28 F38 2005,Fat pig,84.0,New York,0.0,28.85714286,2005.0,0,700,270,0,0,729,0,Neil LaBute,2213,0
2795,1572705647,"The Audio Partners, Mystery Masters",,,Hickory Dickory Dock,340.12267196424136,,59.0,65.16666667,2006.0,0,1327,0,0,0,0,0,Agatha Christie,1965,0
2796,006074104X,Perennial Currents,152.47082 L47d 2005,BF575.A5 L47 2005,The dance of anger,239.0,"New York, NY",0.0,3.5,2005.0,0,1012,53,205,0,19,0,Harriet Goldhor Lerner,790,0
2797,1563054426,Workman Pub.,[E],PZ8.3.B7 Bar 1993,Barnyard dance!,340.12267196424136,New York,0.0,70.5,1993.0,0,1080,270,64,0,729,1,Sandra Boynton,2026,0
2798,006091646X,Harper,,,The Dance of Intimacy,272.0,,0.0,4.25,1990.0,0,1146,0,0,31,0,0,Harriet Goldhor Lerner,790,0
2799,1400042534,Everyman's Library,823/.912,PR6025.A86 A6 2004,Collected stories,839.0,New York,0.0,56.66666667,2004.0,0,763,270,252,0,729,0,W. Somerset Maugham,1608,0
2800,037572463X,Vintage International,823/.914,PR6025.A86 T44 2001,Theatre,292.0,New York,0.0,20.22222222,2001.0,0,1128,270,324,0,729,89,W. Somerset Maugham,1608,0
2801,8466302204,Distribooks,,,Violin,340.12267196424136,,0.5,61.35714286,2002.0,0,816,0,0,0,0,0,Anne Rice,523,4
2802,5559609129,Alfred A. Knopf,,,Vittorio,340.12267196424136,,0.0,0.0,2005.0,0,1344,0,0,35,0,0,Anne Rice,523,4
2803,8466302948,Distribooks,,,Pandora,340.12267196424136,,1.0,64.22222222,2002.0,0,816,0,0,0,0,0,Anne Rice,523,4
2804,8466615717,Ediciones B,,,El santuario,608.0,,0.0,0.0,2006.0,0,744,0,0,0,0,0,Anne Rice,523,4
2805,1905176260,Mongoose Publishing,,,Starship Troopers RPG,160.0,,0.0,0.0,2006.0,0,486,0,0,0,0,0,J. C. Alvarez,1299,0
2806,031287751X,Tor Books,,,Lovelock (Mayflower Trilogy),288.0,,0.0,0.0,2001.0,0,31,0,0,11,0,0,Orson Scott Card,1266,4
2807,006109398X,HarperTorch,,,Treasure Box,384.0,,38.0,16.66666667,2005.0,0,226,0,0,0,0,0,Orson Scott Card,1266,4
2808,1573456632,Shadow Mountain,813/.54,,Stone tables,432.0,"Salt Lake City, Utah",1.0,80.42857143,2000.0,0,927,236,345,0,0,667,Orson Scott Card,1266,4
2809,023112189X,Columbia University Press,813/.52,PS3511.A86 S86 1999,William Faulkner,208.0,New York,20.5,0.0,1999.0,0,105,270,69,0,729,0,Nicolas Tredell,1527,0
2810,1841490237,Orbit,,,Prentice Alvin,352.0,,0.0,0.0,1991.0,0,89,0,0,2,0,0,Orson Scott Card,1266,4
2811,158297103X,F & W Pubns Inc,808,,How to Write Science Fiction & Fantasy,340.12267196424136,,0.0,68.66666667,2005.0,0,872,0,43,0,0,0,Orson Scott Card,1266,4
