Date,GT_SearchIndex
"May 27 – Jun 2, 2012",2
"Jun 3 – 9, 2012",8
"Jun 10 – 16, 2012",5
"Jun 17 – 23, 2012",17
"Jun 24 – 30, 2012",18
"Jul 1 – 7, 2012",29
"Jul 8 – 14, 2012",49
"Jul 15 – 21, 2012",44
"Jul 22 – 28, 2012",66
"Jul 29 – Aug 4, 2012",60
"Aug 5 – 11, 2012",100
"Aug 12 – 18, 2012",74
"Aug 19 – 25, 2012",62
"Aug 26 – Sep 1, 2012",54
"Sep 2 – 8, 2012",41
"Sep 9 – 15, 2012",39
"Sep 16 – 22, 2012",36
"Sep 23 – 29, 2012",30
"Sep 30 – Oct 6, 2012",20
"Oct 7 – 13, 2012",21
"Oct 14 – 20, 2012",24
"Oct 21 – 27, 2012",18
"Oct 28 – Nov 3, 2012",25
"Nov 4 – 10, 2012",23
"Nov 11 – 17, 2012",32
"Nov 18 – 24, 2012",23
"Nov 25 – Dec 1, 2012",33
"Dec 2 – 8, 2012",40
"Dec 9 – 15, 2012",40
"Dec 16 – 22, 2012",53
"Dec 23 – 29, 2012",65
"Dec 30, 2012 – Jan 5, 2013",75
"Jan 6 – 12, 2013",70
"Jan 13 – 19, 2013",53
"Jan 20 – 26, 2013",35
"Jan 27 – Feb 2, 2013",24
"Feb 3 – 9, 2013",17
"Feb 10 – 16, 2013",18
"Feb 17 – 23, 2013",12
"Feb 24 – Mar 2, 2013",15
"Mar 3 – 9, 2013",11
"Mar 10 – 16, 2013",11
"Mar 17 – 23, 2013",13
"Mar 24 – 30, 2013",12
"Mar 31 – Apr 6, 2013",25
"Apr 7 – 13, 2013",25
"Apr 14 – 20, 2013",25
"Apr 21 – 27, 2013",28
"Apr 28 – May 4, 2013",21
"May 5 – 11, 2013",30
"May 12 – 18, 2013",24
"May 19 – 25, 2013",27
"May 26 – Jun 1, 2013",24
"Jun 2 – 8, 2013",16
"Jun 9 – 15, 2013",11
"Jun 16 – 22, 2013",11
"Jun 23 – 29, 2013",20
"Jun 30 – Jul 6, 2013",11
"Jul 7 – 13, 2013",12
"Jul 14 – 20, 2013",11
"Jul 21 – 27, 2013",12
"Jul 28 – Aug 3, 2013",13
"Aug 4 – 10, 2013",29
"Aug 11 – 17, 2013",28
"Aug 18 – 24, 2013",31
"Aug 25 – 31, 2013",23
"Sep 1 – 7, 2013",23
"Sep 8 – 14, 2013",20
"Sep 15 – 21, 2013",28
"Sep 22 – 28, 2013",24
"Sep 29 – Oct 5, 2013",20
"Oct 6 – 12, 2013",17
"Oct 13 – 19, 2013",20
"Oct 20 – 26, 2013",12
"Oct 27 – Nov 2, 2013",11
"Nov 3 – 9, 2013",9
"Nov 10 – 16, 2013",8
"Nov 17 – 23, 2013",7
"Nov 24 – 30, 2013",10
"Dec 1 – 7, 2013",9
"Dec 8 – 14, 2013",9
"Dec 15 – 21, 2013",13
"Dec 22 – 28, 2013",12
"Dec 29, 2013 – Jan 4, 2014",31
"Jan 5 – 11, 2014",51
"Jan 12 – 18, 2014",28
"Jan 19 – 25, 2014",26
"Jan 26 – Feb 1, 2014",22
"Feb 2 – 8, 2014",21
"Feb 9 – 15, 2014",20
"Feb 16 – 22, 2014",19
"Feb 23 – Mar 1, 2014",18
"Mar 2 – 8, 2014",13
"Mar 9 – 15, 2014",10
"Mar 16 – 22, 2014",9
"Mar 23 – 29, 2014",10
"Mar 30 – Apr 5, 2014",8
"Apr 6 – 12, 2014",5
"Apr 13 – 19, 2014",36
"Apr 20 – 26, 2014",15
"Apr 27 – May 3, 2014",35
"May 4 – 10, 2014",21
"May 11 – 17, 2014",20
"May 18 – 24, 2014",26
"May 25 – 31, 2014",27
"Jun 1 – 7, 2014",27
