Date,GT_SearchIndex
"Jul 3 – 9, 2011",72
"Jul 10 – 16, 2011",100
"Jul 17 – 23, 2011",63
"Jul 24 – 30, 2011",40
"Jul 31 – Aug 6, 2011",31
"Aug 7 – 13, 2011",22
"Aug 14 – 20, 2011",31
"Aug 21 – 27, 2011",34
"Aug 28 – Sep 3, 2011",17
"Sep 4 – 10, 2011",17
"Sep 11 – 17, 2011",25
"Sep 18 – 24, 2011",21
"Sep 25 – Oct 1, 2011",12
"Oct 2 – 8, 2011",12
"Oct 9 – 15, 2011",20
"Oct 16 – 22, 2011",8
"Oct 23 – 29, 2011",8
"Oct 30 – Nov 5, 2011",16
"Nov 6 – 12, 2011",36
"Nov 13 – 19, 2011",0
"Nov 20 – 26, 2011",17
"Nov 27 – Dec 3, 2011",11
"Dec 4 – 10, 2011",19
"Dec 11 – 17, 2011",15
"Dec 18 – 24, 2011",8
"Dec 25 – 31, 2011",25
"Jan 1 – 7, 2012",15
"Jan 8 – 14, 2012",22
"Jan 15 – 21, 2012",7
"Jan 22 – 28, 2012",14
"Jan 29 – Feb 4, 2012",7
"Feb 5 – 11, 2012",21
"Feb 12 – 18, 2012",17
"Feb 19 – 25, 2012",32
"Feb 26 – Mar 3, 2012",22
"Mar 4 – 10, 2012",22
"Mar 11 – 17, 2012",29
"Mar 18 – 24, 2012",22
"Mar 25 – 31, 2012",11
"Apr 1 – 7, 2012",22
"Apr 8 – 14, 2012",8
"Apr 15 – 21, 2012",11
"Apr 22 – 28, 2012",18
"Apr 29 – May 5, 2012",14
"May 6 – 12, 2012",42
"May 13 – 19, 2012",14
"May 20 – 26, 2012",26
"May 27 – Jun 2, 2012",30
"Jun 3 – 9, 2012",33
"Jun 10 – 16, 2012",40
"Jun 17 – 23, 2012",18
"Jun 24 – 30, 2012",11
"Jul 1 – 7, 2012",26
"Jul 8 – 14, 2012",21
"Jul 15 – 21, 2012",21
"Jul 22 – 28, 2012",25
"Jul 29 – Aug 4, 2012",18
"Aug 5 – 11, 2012",18
"Aug 12 – 18, 2012",18
"Aug 19 – 25, 2012",14
"Aug 26 – Sep 1, 2012",17
"Sep 2 – 8, 2012",55
"Sep 9 – 15, 2012",7
"Sep 16 – 22, 2012",7
"Sep 23 – 29, 2012",13
"Sep 30 – Oct 6, 2012",7
"Oct 7 – 13, 2012",10
"Oct 14 – 20, 2012",13
"Oct 21 – 27, 2012",16
"Oct 28 – Nov 3, 2012",10
"Nov 4 – 10, 2012",16
"Nov 11 – 17, 2012",16
"Nov 18 – 24, 2012",10
"Nov 25 – Dec 1, 2012",12
"Dec 2 – 8, 2012",25
"Dec 9 – 15, 2012",9
"Dec 16 – 22, 2012",32
"Dec 23 – 29, 2012",14
"Dec 30, 2012 – Jan 5, 2013",16
"Jan 6 – 12, 2013",15
"Jan 13 – 19, 2013",15
"Jan 20 – 26, 2013",18
"Jan 27 – Feb 2, 2013",9
"Feb 3 – 9, 2013",23
"Feb 10 – 16, 2013",15
"Feb 17 – 23, 2013",18
"Feb 24 – Mar 2, 2013",17
"Mar 3 – 9, 2013",20
"Mar 10 – 16, 2013",9
"Mar 17 – 23, 2013",18
"Mar 24 – 30, 2013",15
"Mar 31 – Apr 6, 2013",15
"Apr 7 – 13, 2013",15
"Apr 14 – 20, 2013",12
"Apr 21 – 27, 2013",21
"Apr 28 – May 4, 2013",15
"May 5 – 11, 2013",24
"May 12 – 18, 2013",9
"May 19 – 25, 2013",9
"May 26 – Jun 1, 2013",25
"Jun 2 – 8, 2013",60
"Jun 9 – 15, 2013",34
"Jun 16 – 22, 2013",40
"Jun 23 – 29, 2013",16
"Jun 30 – Jul 6, 2013",26
"Jul 7 – 13, 2013",18
"Jul 14 – 20, 2013",21
"Jul 21 – 27, 2013",12
"Jul 28 – Aug 3, 2013",21
"Aug 4 – 10, 2013",9
"Aug 11 – 17, 2013",12
"Aug 18 – 24, 2013",15
"Aug 25 – 31, 2013",15
"Sep 1 – 7, 2013",18
"Sep 8 – 14, 2013",14
"Sep 15 – 21, 2013",0
"Sep 22 – 28, 2013",24
"Sep 29 – Oct 5, 2013",15
"Oct 6 – 12, 2013",12
"Oct 13 – 19, 2013",0
"Oct 20 – 26, 2013",11
