Date,GT_SearchIndex
"Apr 6, 2012",38
"Apr 7, 2012",0
"Apr 8, 2012",47
"Apr 9, 2012",0
"Apr 10, 2012",0
"Apr 11, 2012",34
"Apr 12, 2012",0
"Apr 13, 2012",36
"Apr 14, 2012",0
"Apr 15, 2012",0
"Apr 16, 2012",68
"Apr 17, 2012",0
"Apr 18, 2012",0
"Apr 19, 2012",0
"Apr 20, 2012",36
"Apr 21, 2012",0
"Apr 22, 2012",42
"Apr 23, 2012",34
"Apr 24, 2012",0
"Apr 25, 2012",33
"Apr 26, 2012",34
"Apr 27, 2012",35
"Apr 28, 2012",43
"Apr 29, 2012",87
"Apr 30, 2012",34
"May 1, 2012",33
"May 2, 2012",33
"May 3, 2012",34
"May 4, 2012",0
"May 5, 2012",44
"May 6, 2012",86
"May 7, 2012",100
"May 8, 2012",33
"May 9, 2012",0
"May 10, 2012",34
"May 11, 2012",0
"May 12, 2012",45
"May 13, 2012",0
"May 14, 2012",34
"May 15, 2012",33
"May 16, 2012",0
"May 17, 2012",0
"May 18, 2012",55
"May 19, 2012",0
"May 20, 2012",0
"May 21, 2012",0
"May 22, 2012",67
"May 23, 2012",0
"May 24, 2012",0
"May 25, 2012",0
"May 26, 2012",0
"May 27, 2012",0
"May 28, 2012",0
"May 29, 2012",0
"May 30, 2012",0
"May 31, 2012",34
"Jun 1, 2012",35
"Jun 2, 2012",0
"Jun 3, 2012",0
"Jun 4, 2012",0
"Jun 5, 2012",34
"Jun 6, 2012",0
"Jun 7, 2012",0
"Jun 8, 2012",0
"Jun 9, 2012",45
"Jun 10, 2012",44
"Jun 11, 2012",52
"Jun 12, 2012",0
"Jun 13, 2012",35
"Jun 14, 2012",35
"Jun 15, 2012",0
"Jun 16, 2012",46
"Jun 17, 2012",45
"Jun 18, 2012",35
"Jun 19, 2012",0
"Jun 20, 2012",0
"Jun 21, 2012",35
"Jun 22, 2012",0
"Jun 23, 2012",0
"Jun 24, 2012",0
"Jun 25, 2012",0
"Jun 26, 2012",0
"Jun 27, 2012",35
"Jun 28, 2012",35
"Jun 29, 2012",36
"Jun 30, 2012",0
"Jul 1, 2012",0
"Jul 2, 2012",0
"Jul 3, 2012",35
"Jul 4, 2012",43
"Jul 5, 2012",38
"Jul 6, 2012",0
