Date,GT_SearchIndex
"May 30, 2008",0
"May 31, 2008",0
"Jun 1, 2008",0
"Jun 2, 2008",0
"Jun 3, 2008",0
"Jun 4, 2008",0
"Jun 5, 2008",0
"Jun 6, 2008",0
"Jun 7, 2008",0
"Jun 8, 2008",0
"Jun 9, 2008",0
"Jun 10, 2008",0
"Jun 11, 2008",0
"Jun 12, 2008",5
"Jun 13, 2008",0
"Jun 14, 2008",0
"Jun 15, 2008",8
"Jun 16, 2008",0
"Jun 17, 2008",0
"Jun 18, 2008",5
"Jun 19, 2008",10
"Jun 20, 2008",0
"Jun 21, 2008",0
"Jun 22, 2008",0
"Jun 23, 2008",0
"Jun 24, 2008",5
"Jun 25, 2008",0
"Jun 26, 2008",5
"Jun 27, 2008",5
"Jun 28, 2008",0
"Jun 29, 2008",0
"Jun 30, 2008",5
"Jul 1, 2008",0
"Jul 2, 2008",5
"Jul 3, 2008",5
"Jul 4, 2008",0
"Jul 5, 2008",0
"Jul 6, 2008",7
"Jul 7, 2008",5
"Jul 8, 2008",16
"Jul 9, 2008",5
"Jul 10, 2008",7
"Jul 11, 2008",5
"Jul 12, 2008",0
"Jul 13, 2008",7
"Jul 14, 2008",5
"Jul 15, 2008",0
"Jul 16, 2008",7
"Jul 17, 2008",0
"Jul 18, 2008",0
"Jul 19, 2008",14
"Jul 20, 2008",14
"Jul 21, 2008",5
"Jul 22, 2008",0
"Jul 23, 2008",5
"Jul 24, 2008",0
"Jul 25, 2008",5
"Jul 26, 2008",0
"Jul 27, 2008",7
"Jul 28, 2008",0
"Jul 29, 2008",4
"Jul 30, 2008",13
"Jul 31, 2008",7
"Aug 1, 2008",15
"Aug 2, 2008",0
"Aug 3, 2008",0
"Aug 4, 2008",5
"Aug 5, 2008",4
"Aug 6, 2008",9
"Aug 7, 2008",5
"Aug 8, 2008",10
"Aug 9, 2008",0
"Aug 10, 2008",0
"Aug 11, 2008",4
"Aug 12, 2008",4
"Aug 13, 2008",5
"Aug 14, 2008",5
"Aug 15, 2008",5
"Aug 16, 2008",7
"Aug 17, 2008",0
"Aug 18, 2008",5
"Aug 19, 2008",4
"Aug 20, 2008",4
"Aug 21, 2008",5
"Aug 22, 2008",5
"Aug 23, 2008",0
"Aug 24, 2008",7
"Aug 25, 2008",0
"Aug 26, 2008",4
"Aug 27, 2008",0
"Aug 28, 2008",22
"Aug 29, 2008",10
"Aug 30, 2008",0
"Aug 31, 2008",0
"Sep 1, 2008",9
"Sep 2, 2008",0
"Sep 3, 2008",9
"Sep 4, 2008",0
"Sep 5, 2008",0
"Sep 6, 2008",0
"Sep 7, 2008",0
"Sep 8, 2008",4
"Sep 9, 2008",4
"Sep 10, 2008",4
"Sep 11, 2008",8
"Sep 12, 2008",4
"Sep 13, 2008",0
"Sep 14, 2008",6
"Sep 15, 2008",0
"Sep 16, 2008",4
"Sep 17, 2008",13
"Sep 18, 2008",13
"Sep 19, 2008",100
"Sep 20, 2008",84
"Sep 21, 2008",16
"Sep 22, 2008",33
"Sep 23, 2008",10
"Sep 24, 2008",4
"Sep 25, 2008",13
"Sep 26, 2008",9
"Sep 27, 2008",16
"Sep 28, 2008",0
