date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2010-11-21,031603438X,1439187193,1439177783,044657922X,0451234154,1400069556,0060883529,0307717372,0520267192,0061950718,0316001929,1416938745,0767919386,0062010972,0061992704,0307587878,0553805371,0679439072,0385529953,1594202664
2010-11-28,0307590615,031603438X,1439187193,0307595609,1439177783,044657922X,0520267192,0316001929,0061950718,1400069556,0451234154,0060883529,1416938745,0061992704,0767919386,0307587878,0062010972,0307717372,0553805371,0385529953
2010-12-05,0307590615,1400064163,1400068924,031603438X,0520267192,1439187193,0307595609,0316001929,044657922X,1591843634,0061950718,1439107955,0061992704,0060883529,1439177783,0767919386,1400069556,1416938745,1400052173,1439155208
2010-12-12,0307590615,0062010964,0520267192,1400064163,031603438X,1400068924,1439187193,044657922X,0316001929,0375504877,0307595609,1591843634,0061992704,0061950718,0060883529,1439107955,1416938745,0767919386,1439192960,1400052173
2010-12-19,0307590615,0520267192,1400064163,031603438X,0062010964,1400068924,044657922X,1439187193,0307595609,0316001929,0375504877,0061992704,0061950718,0060883529,1400052173,1591843634,0767919386,1439192960,1439107955,1416938745
2010-12-26,0307590615,1400064163,0520267192,031603438X,044657922X,0316001929,1439187193,0062010964,1400068924,0307595609,0061992704,0061950718,0060883529,0375504877,1400052173,0767919386,1439107955,1416938745,1594202664,1439192960
2011-01-02,0307590615,1400064163,0520267192,031603438X,044657922X,0316001929,1439187193,1400068924,0061992704,0062010964,0061950718,0060883529,0307595609,0375504877,1400052173,0767919386,1439155208,1400060605,1416938745,1594202664
2011-01-09,0307590615,1400064163,044657922X,031603438X,0520267192,0316001929,1400068924,0062010964,0061992704,1439187193,0061950718,0307595609,0060883529,1400052173,0375504877,1416938745,0767919386,0446552445,0307266303,0553805371
2011-01-16,1400064163,0307590615,031603438X,0316001929,0520267192,044657922X,1400068924,1439187193,0307595609,0061992704,1594202664,1416938745,1400052173,0060883529,0062010964,1439107955,0061950718,1439177783,0553805371,0446552445
2011-01-23,1400064163,0307590615,0316001929,031603438X,0520267192,1400052173,1400068924,0307595609,044657922X,0061992704,1416938745,1439177783,0316017922,1439107955,1439149089,0060883529,1439187193,1594202664,0374236445,0375504877
2011-01-30,1400064163,0307590615,0520267192,0316001929,1594202842,031603438X,1400052173,1400068924,0316017922,044657922X,1416938745,0061992704,0307595609,1439177783,1439107955,0375504877,1439183317,1439149089,0393072231,0307266303
2011-02-06,1400064163,1594202842,0307590615,0520267192,0316001929,031603438X,1400052173,1400068924,0743278933,0316017922,1416938745,0061992704,0670022594,044657922X,0307595609,1439183317,1594488843,1439107955,0307266303,1439149089
2011-02-13,1400064163,1594202842,0385532946,0307265633,0316001929,0307590615,0520267192,1400052173,031603438X,055380670X,1400068924,0316017922,0061711527,0061992704,1416938745,0307595609,044657922X,1439107955,1400069513,1439149089
2011-02-20,1400064163,0061997161,1594202842,0307590615,0316001929,0307265633,1400052173,0520267192,031603438X,1400068924,1401324312,0316017922,1416938745,0307591794,0385532946,055380670X,0061992704,044657922X,0061711527,0670022594
2011-02-27,159523067X,1400064163,0316001929,1594202842,0307590615,1592406122,0061997161,0307265633,0520267192,1401324312,031603438X,1400052173,1400068924,0316017922,1416938745,0061992704,0385532946,055380670X,044657922X,0307591794
2011-03-06,1400064163,159523067X,1592406122,0307590615,0316001929,0374173257,1594202842,1401324312,0061997161,031603438X,0307265633,1400052173,0446538159,0520267192,1400068924,0062015532,1416567445,1416938745,0316017922,0061992704
2011-03-13,1400064163,159523067X,0307590615,0062015540,0316001929,1594202842,1592406122,0062015532,0446538159,1400052173,031603438X,0061997161,0307265633,0520267192,1401324312,0316017922,0525952101,1416567445,1400068924,1416938745
2011-03-20,1400064163,140006872X,0316001929,1401324312,159523067X,0307590615,1594202842,1592406122,031603438X,0062015540,0307719308,1400052173,0393064662,0520267192,0062015532,0307265633,1605292796,1400068738,0375423729,159420229X
2011-03-27,140006760X,1400064163,159420229X,0393064662,1595230734,0307590615,0316001929,0375423729,140006872X,1586175009,1594202842,159523067X,0307719308,031603438X,0307588149,0062015540,0520267192,1592406122,1401324312,1416938745
2011-04-03,0062009281,1400064163,159420229X,140006760X,1586175009,0307590615,0385530803,0316001929,140006872X,1595230734,0375423729,1594202842,0393064662,080509346X,0307717720,031603438X,1603201777,1118004574,159523067X,0316017922
2011-04-10,1400064163,140006760X,0062009281,159420229X,1594487871,0385530803,1586175009,140006872X,0307590615,0316001929,0375423729,0061732370,0670022713,1594202842,031603438X,0525952330,1592406122,0316017922,1416938745,080509346X
2011-04-17,1605292885,1400064163,140006760X,159420229X,0062009281,0062061844,080509346X,1586175009,0385530803,0061732370,1594487871,0316001929,0307590615,0385523173,140006872X,1594202842,0375423729,031603438X,0316017922,0062012614
2011-04-24,0316056863,1400064163,0670022209,1616082267,034552361X,140006760X,1605292885,0062009281,159420229X,0385530803,0061969788,1586175009,1594487871,0307886948,0062061844,0316001929,0307590615,140006872X,080509346X,1594202842
2011-05-01,0316056863,1400064163,1451607296,1616082267,034552361X,0670022209,1401341454,140006760X,0062009281,159420229X,0385530803,1586175009,0374227349,0307886948,140006872X,038552384X,1605292885,1594202842,0307590615,0062061844
2011-05-08,0316056863,1400064163,145550145X,1401341454,1451607296,1616082267,140006760X,034552361X,1605292885,1591843820,1439107955,140006872X,0670022209,0446572829,0062009281,159420229X,1586175009,0385530803,0062061844,038552384X
2011-05-15,0316056863,1400064163,080509329X,1605290750,145550145X,140006760X,1605292885,1401341454,034552361X,0805091343,1451607296,1439107955,1400040159,1616082267,159420229X,0670022209,0765326396,0446539708,0062009281,1594202699
2011-05-22,0316056863,0061767891,080509329X,0399157530,1401341454,1451620748,1400064163,1594487979,054742485X,0307592235,0385534442,1605292885,034552361X,140006760X,0446539708,1451607296,0307267105,1401324290,0061988340,1451627858
2011-05-29,0446584711,0061767891,0316056863,0307408841,1400064163,031269945X,080509329X,0399157530,1451620748,054742485X,0307592235,1401341454,0446539708,1594487979,0062065130,1605292885,140006760X,034552361X,0061988340,1401324290
2011-06-05,0307408841,0061767891,0446584711,031269945X,0316056863,1936488299,0316132942,1400064163,080509329X,054742485X,1594488010,1594202710,1451620748,0399157530,0618758283,0307592235,0312643403,1594487979,0743297164,1401341454
2011-06-12,0316043001,0307408841,1416571760,0316056863,0446584711,0061767891,1400064163,031269945X,0316132942,1594488010,080509329X,1594202710,1451654405,1936488299,054742485X,0399157530,0061988340,1451620748,0465019447,0307592235
2011-06-19,1416571760,0307408841,1400064163,0316056863,0316043001,0062007289,0446584711,0061767891,031269945X,0316132942,1594202710,1594488010,080509329X,0307377334,0307382338,0805091203,0061988340,054742485X,1595230769,140006760X
2011-06-26,1416571760,0307353486,0307408841,1400064163,0062007289,0316056863,0316043001,031269945X,0061767891,0446584711,0316132942,1595230769,0805091203,080509329X,0307382338,1594202710,1594488010,0061992704,0061988340,140006760X
2011-07-03,1416571760,1400064163,0307408841,0307353486,031269945X,0316056863,0062007289,0316043001,0446584711,0061767891,1594202710,0061992704,0316132942,0805091203,1595230769,140006760X,0307590615,1591844002,0061988340,0345517067
2011-07-10,1400064163,0307408841,1416571760,0805091203,0316056863,0307353486,0062007289,031269945X,0446584711,0316043001,160641951X,0061767891,1594202710,0061988340,0316132942,1595230769,0061992704,140006760X,1594488010,0061228591
2011-07-17,1400064163,0307408841,0316056863,1416571760,160641951X,0307353486,0805091203,031269945X,0061988340,0062007289,0446584711,0316043001,0061767891,0316132942,140006760X,1594202710,0765326396,1594488010,1595230769,039308180X
2011-07-24,1400064163,0307408841,1416571760,0316056863,031269945X,160641951X,0805091203,0446584711,0307353486,0062007289,0061988340,0061767891,0316132942,0316043001,1594202710,140006760X,1439183813,1591844002,1595230769,037550494X
2011-07-31,1451629184,1400064163,0307408841,0316056863,1451642040,1416571760,031269945X,0805091203,0446584711,0062007289,0307353486,0385533926,0061988340,1400067154,0061767891,080509329X,0316043001,160641951X,0316132942,1595230769
2011-08-07,1451629184,1400064163,0307408841,0316056863,1416571760,1451642040,031269945X,0446584711,0805091203,0062007289,0061988340,0307377334,0061767891,0307353486,0316043001,080509329X,140006760X,0316132942,0385534183,1400067154
2011-08-14,1451629184,1400064163,0307408841,0316056863,1416571760,031269945X,0446584711,1451642040,0062007289,0307377334,0805091203,0316043001,1400067154,0385533926,0061767891,0061988340,0307353486,140006760X,0061992704,0385534183
2011-08-21,1451629184,1400064163,0307408841,0316056863,1416571760,0062007289,031269945X,1451642040,0446584711,0307377334,0316043001,0307719693,0061988340,0061767891,0805091203,0307353486,1451607296,0061992704,140006760X,1439183813
2011-08-28,1451629184,1400064163,0307408841,0307265722,1596981008,1416571760,0316056863,031269945X,0062007289,1451642040,0307719693,0316043001,0446584711,0374115583,0525952241,1594202958,0307353486,0307590615,0307377334,0061988340
2011-09-04,1451629184,1400064163,0307408841,1596981008,0307265722,1416571760,0316056863,0062007289,031269945X,1451642040,0307719693,0307377334,0061988340,145161036X,0670022756,0316037702,1594202958,0316043001,0307353486,0061992704
2011-09-11,1451629184,1400064163,0307408841,1596981008,1416571760,0307265722,1594202990,0316056863,1401324517,0345521080,031269945X,145161036X,0316037702,1594202982,1594202958,0062007289,0307719693,0525952047,0310332192,1451642040
2011-09-18,1439176191,1451629184,1400064163,0307408841,1416571760,0307265722,1596981008,0316056863,1401324517,1594202990,031269945X,0316037702,0802119921,0345521080,1592406521,0525952047,0547152574,0062007289,0307719693,054742485X
2011-09-25,1439176191,0374288909,1400064163,1451629184,0307408841,0316056863,0307265722,1594203075,1592406521,1596981008,1594202990,1416571760,1401324517,0316182214,1455502774,0802119921,031269945X,0525952047,140020304X,145161036X
2011-10-02,1401324258,0374288909,1439176191,1400064163,1451629184,1439169217,0307408841,044653224X,0393079422,1455502774,0316056863,0684872986,0307265722,1594202990,0446584975,1416571760,1596981008,1936608855,1401324517,1451625871
2011-10-09,1401324258,0061429252,1400064163,1594202834,1439176191,0374288909,0385526261,1451629184,044653224X,0307718921,0307408841,1439169217,0393064476,1594203075,0316056863,0393079422,1401341764,1451625871,1416571760,1455502774
2011-10-16,0805093079,1401324258,1400064163,0061429252,0385526261,0374288909,1451629184,1439176191,1594202834,0307408841,1439190135,0393064476,044653224X,1400041627,1419702203,0307718921,006196140X,1416571760,0062091182,1595230807
2011-10-23,0805093079,0393081818,0446585025,1451666136,1401324258,1400064163,0374288909,0061429252,0385526261,1451629184,1439190135,0307408841,0393064476,159240653X,1439176191,140006841X,145160663X,1594202834,044653224X,0316056863
2011-10-30,0805093079,0393081818,0446585025,1400064163,1401324258,0374288909,1451666136,0307408841,0385526261,1451629184,1594202834,1439190135,0061429252,0670022950,0393064476,1439176191,140006841X,145160663X,0316056863,1451612060
2011-11-06,0805093079,0393081818,1400064163,0312579977,0446585025,1401324258,0374288909,031605349X,0375507485,0307408841,1451629184,1439190135,0385526261,140006841X,0061429252,1451666136,1439176191,145160663X,1451612060,0316056863
2011-11-13,1451648537,0805093079,0374275637,0393081818,1400064163,0809094665,0399158162,0446585025,1451666136,1401324258,0312579977,031605349X,0374288909,0375507485,0307408841,1451629184,0849948363,0307266516,1439190135,1595552715
2011-11-20,1451648537,0805093079,1451635087,0307267679,030758786X,0307886263,1400064163,1400064589,0393081818,1451613946,0374275637,0446585025,1451646968,1401324258,1594203059,0307408841,0399158162,1451642601,0809094665,031605349X
2011-11-27,1451648537,0805093079,0307959759,1451635087,030758786X,1400064163,125000635X,0307267679,0679456724,0393081818,0307886263,1400064589,0374275637,0670022705,0446585025,1401324258,0307408841,0892969202,1451646968,0849948363
2011-12-04,1451648537,0805093079,006212532X,1451635087,0062109758,1451661061,1400064163,0307959759,1400068789,030758786X,0399158413,0393081818,0547573146,0374275637,0307886263,1455504416,1400064589,0307267679,0679456724,125000635X
2011-12-11,1451648537,0805093079,1451659261,1400064163,1451635087,0547573146,0307959759,1400068789,0062109758,0679456724,006212532X,1451661061,0393081818,0399158413,0374275637,0307886263,1401324258,030758786X,0849948363,0307408841
2011-12-18,1451648537,0805093079,1451659261,1400064163,1451635087,0679456724,0374275637,0307959759,0393081818,1400068789,0547573146,0849948363,0062109758,006212532X,1401324258,1451661061,0307886263,1400064589,0062007289,0307408841
2011-12-25,1451648537,0805093079,1400064163,1451659261,1451635087,0374275637,0679456724,0062007289,0849948363,1400068789,0307408841,0393081818,1451661061,0307959759,1439190135,0670022705,1401324258,0547573146,0446585025,1400064589
2012-01-01,1451648537,0805093079,1400064163,1451635087,1451659261,0062007289,0374275637,0679456724,1400068789,0849948363,0307408841,0393081818,0670022705,0316056863,0385526261,1401324258,0307886263,0547547986,1400064589,0446585025
2012-01-08,1451648537,0805093079,1400064163,0062007289,1451635087,1451659261,0374275637,0679456724,0849948363,1400068789,0393081818,0307408841,0446585025,0316056863,0307959759,0399158413,0307886263,1400064589,0670022705,1401324258
2012-01-15,1451648537,0805093079,1400064163,0374275637,0062007289,0679456724,0849948363,1451659261,1451635087,0307408841,0446585025,006212532X,0393081818,0307886263,1455502774,1400068789,0316056863,0393064476,0307959759,1451629184
2012-01-22,1451648537,0062082353,0805093079,0374275637,1400064163,0679456724,0062007289,0849948363,0393081818,0307408841,0446585025,006212532X,1451659261,1451635087,0307886263,1455502774,1595554572,0316056863,0385526261,1451629184
2012-01-29,0062082353,1451648537,0062007289,0805093079,0374275637,0316098752,1400064163,1400067898,1451642229,0679456724,145162445X,0849948363,0307408841,1451635087,0805093699,0446585025,006212532X,0307886263,0393081818,0399159886
2012-02-05,1439173249,0062082353,1451648537,0805093079,0062007289,1400064163,0374275637,0316098752,1400067898,0679456724,0849948363,145162445X,0307408841,1451642229,0446585025,1451635087,1596987944,1451659261,0393081818,0399159886
2012-02-12,1439173249,0062082353,1451648537,0307352145,0805093079,1400064163,0062007289,1439187673,0374275637,046502954X,1400067898,0679456724,1594203180,0316098752,0307408841,1451642229,0849948363,0393081818,0307719936,145162445X
2012-02-19,0062082353,1439173249,1451648537,0805093079,0307352145,1400064163,0062007289,0374275637,0307453421,1439187673,1400067898,0307408841,046502954X,1451642229,0679456724,0849948363,0316098752,1594203180,0393081818,145162445X
2012-02-26,1439173249,1451669038,0062082353,1451648537,0805093079,0307352145,1400069106,1594203334,1400067553,1400064163,0062007289,0374275637,0307453421,1451641427,0061998575,1594203210,1400067898,1439187673,046502954X,1451677715
2012-03-04,0062082353,1439173249,0805093079,1451648537,1400067553,1400069106,0307352145,1594203334,1400064163,1451669038,0307453421,0062007289,0374275637,1250002966,1594203210,1439187002,1451641427,1250003059,0061998575,1400067480
2012-03-11,0062082353,1451614217,0805093079,1451648537,1455503126,1439173249,0307352145,1400067553,1400064163,1594203334,1400069106,0307453421,1439187002,1451669038,0374275637,0802120075,0307952525,0062007289,1250003059,140006693X
2012-03-18,0062082353,0805093079,1451648537,1400069289,1618580051,1455503126,1400064163,1439173249,1594203334,0307352145,0374275637,1400067553,1439187002,1400069106,0307453421,0547134665,1451669038,0802120075,0393082105,0062007289
2012-03-25,0062082353,1400069289,1451648537,0805093079,0307352145,1400064163,1439173249,1594203334,0374275637,0670023345,1400067553,0802120075,1618580051,1439187002,0547134665,1451669038,1451666101,0307453421,0062007289,0393082105
2012-04-01,0062082353,0805093079,1400069289,1451648537,0307887464,0307377903,1400064163,0307352145,1594203334,0374275637,1439173249,1400067553,0670023345,0802120075,1439187002,1451614217,1250002966,1451669038,0307453421,1451629184
2012-04-08,0547386079,1400069289,0062082353,0805093079,1451648537,1400064163,0307592731,0307352145,159448841X,0374275637,0307719219,1594203334,1592406890,1400067553,0670023345,1439173249,1451614217,0802120075,0307377903,1439187002
2012-04-15,0307460983,0307985989,0547386079,1400069289,0062082353,0805093079,0307592731,1451648537,1400064163,0307352145,0525952780,0307377903,0374275637,1439173249,1594203334,1400067553,159448841X,0062007289,0307719219,1592406890
2012-04-22,0307460983,0307985989,006208397X,0547386079,1451648448,0307592731,0805093079,1400069289,0062082353,1451648537,0062045032,0547746725,1400064163,1401341799,1568587147,0307352145,0525952780,0374275637,0871404133,0670023329
2012-04-29,0307460983,1451648448,0307985989,0547386079,006208397X,1455512613,1400069289,0307592731,0062082353,1451648537,0805093079,1400064163,141659907X,1568587147,0307352145,0345523253,1451640943,0670023329,0374275637,0547746725
2012-05-06,0307460983,0399159010,0547386079,1439127700,0307985989,1451648537,1451648448,0307592731,1400069289,0805093079,1455512613,1400064163,006208397X,0062082353,141659907X,0307352145,0670023329,0374275637,1451640943,0345523253
2012-05-13,0307460983,1400069343,0062030310,0547386079,1439127700,0399159010,0805093079,1400069289,1451648448,0307985989,1451648537,1400064163,0307592731,0062082353,0307352145,006208397X,0374203032,1455512613,0062094475,141659907X
2012-05-20,0679405070,0062112031,1400069343,0062030310,1400069289,0307460983,0547386079,1439127700,0805093079,0307955575,1400064163,0399159010,1451648448,1451648537,0393088774,0307985989,0451233174,1451663471,0307592731,1594203350
2012-05-27,0679405070,1400069343,0062196693,0805095837,0062030310,0805093079,0307460983,0062112031,0316185361,0547386079,1400064163,1451648448,1439127700,1400069289,1451648537,0399159010,0393088774,0307955575,046502940X,0307592731
2012-06-03,1596987855,0679405070,1594203342,0062112031,0805095837,0805093079,1400069343,0316185361,0547386079,1439127700,1400064163,0062030310,0062196693,1400069289,1451648537,0307460983,1594630933,0062113372,0374275637,0399159010
2012-06-10,1596987855,0062135120,0679405070,0805093079,0062112031,1400064163,1594203342,1400069289,0547386079,1250004470,1400069343,0316185361,1451648537,1439127700,0374275637,0062196693,0307730697,0805095837,0307460983,0393088774
2012-06-17,1596987855,0062135120,1400064163,0805093079,0679405070,0061374261,0307730697,0062112031,0547386079,1439127700,1400069289,0316185361,1451648537,0307592731,1594203342,1400069343,0062196693,0316097845,0805095837,0062082353
2012-06-24,1596987855,1596987774,0307592731,1400064163,0062135120,0805093079,0547569653,0679405070,0061374261,0425248305,1451648537,0547386079,0465028284,1400069289,1439127700,0307730697,0062112031,1594203342,1400069343,0062082353
2012-07-01,1596987855,1451693478,0805093079,1400064163,0062135120,0307592731,1596987774,0307888878,0061374261,1591845505,0679405070,1451648537,1439127700,0425248305,0062112031,0393088693,0374275637,0062082353,0307730697,1400069289
2012-07-08,1596987855,1451693478,0307592731,1400064163,0805093079,1596987774,0062135120,1439160406,1591845505,1595230947,006213115X,1451648537,0425248305,0547386079,1400069289,0393088693,0062082353,1414319673,0762779187,0374275637
2012-07-15,0307592731,1596987855,1400064163,1595230947,1451693478,0805093079,0385342608,1451661215,1937856402,0062135120,1439160406,1591845505,1596987774,006213115X,0425248305,0547386079,1451648537,0062082353,1400069289,0374275637
2012-07-22,0307592731,1596987855,1400064163,1595230947,0805093079,1451693478,1596987774,0062135120,1451661215,1400069289,1439127700,1451648537,0399159010,1439160406,0385342608,0547386079,0374275637,0425248305,0399158154,1400069343
2012-07-29,0307592731,1400064163,0345520483,1596987855,0805093079,1451693478,1400069289,1439127700,1451661444,0385342608,0062135120,1451648537,1937856380,0399158154,1596987774,0399160396,0062082353,0547386079,1595230947,1439160406
2012-08-05,0307592731,1400064163,1596987855,0805093079,0345520483,1451648537,1593157207,0670023779,1451698097,0385342608,1439127700,1451693478,0451416155,0547386079,1400069289,1596987774,0374275637,0062135120,1451661444,0399158154
2012-08-12,0307592731,1400064163,0805093079,1596987855,1451648537,1451677871,0345520483,1568586434,1451684932,1439127700,1593157207,0374275637,0547386079,1400069289,0316182311,0385342608,0062082353,0399159010,0062135120,1419703692
2012-08-19,0307592731,1400064163,0805093079,0307888754,1596987855,1451648537,0345520483,1400069289,0770436145,0425248305,1451684932,1439127700,0871404095,1568586434,0393088693,0385342608,0399159010,0307352145,0374275637,0679405070
2012-08-26,0307592731,1596987855,1400064163,0805093079,0307888754,0307272222,0871404095,1451648537,1400069289,0345520483,0374275637,0393088693,0425248305,0770436145,0399159010,1451684932,1439127700,1936488574,0307352145,1451677871
2012-09-02,1400064163,1596987855,0062136747,0307592731,1596987782,0805093079,0307272222,0307888754,1451648537,1400069289,1451691548,0062082353,0345520483,0374275637,0871404095,1439127700,1451642326,0399159010,1586489690,1451684932
2012-09-09,1451657498,1596987782,1596987855,1400064163,0307592731,1455522740,0805093079,1936488574,0307272222,1451648537,0307888754,0062136747,0062082353,1451691548,1451642326,1400069289,0805095535,0374275637,125001610X,0307352145
2012-09-16,1596987782,1400064163,0307592731,0805093079,1451657498,1596987855,0307888754,0307272222,1400069289,0062082353,1451648537,1455502758,1451691548,0670025925,0307352145,0062136747,0374275637,1936488574,1451642326,0062135120
2012-09-23,0525953728,1596987855,1596987782,0805093079,1455502758,0345530411,1400064163,0307592731,0547564651,0062136151,0670026263,1451657498,0062082353,0307888754,0307272222,1451648537,0374275637,0670025925,1400069289,1451691548
2012-09-30,0525953728,1451651104,0805093079,1596987782,1596987855,1400064163,1455502758,0307592731,0547564651,1400069831,0062136151,0345530411,0062082353,1451669380,1400069289,0307887863,1451657498,0670026263,1451648537,0307888754
2012-10-07,0525953728,1451651104,0812992784,0805093079,0385527209,0547564651,1596987855,0399160205,1400064163,1596987782,0307592731,1455502758,1400069831,1400069289,0307887863,030738246X,0800721896,0345530411,0062101676,0547892624
2012-10-14,0525953728,0399159460,0812992784,1451651104,0547564651,1595230998,0062207385,0805093079,0812993403,1401324568,0385527209,159420411X,1455502758,1400064163,0307592731,0399160205,1596987855,0071806776,1451672489,1596987782
2012-10-21,0805096663,0525953728,0446583979,1451662432,0399159460,0805093079,0547564651,1595230998,1451651104,0812993403,0062207385,0385527209,0812992784,1400064163,0307594033,0307592731,1401324568,0385532415,1596987855,159420411X
2012-10-28,0805096663,0525953728,0062127241,0446583979,0805093079,0399159460,0547564651,0812993403,1451662432,1595230998,0307592731,0062240595,159420411X,0307594033,1400064163,1451651104,0812992784,0385532415,0062207385,1401324568
2012-11-04,0805096663,0525953728,0805093079,0446583979,0062127241,0525958002,0802120342,0399159460,0547564651,159420411X,0062240595,1595230998,1400064163,0307592731,1594204098,1451651104,1451662432,0679644318,0062207385,1451672489
2012-11-11,0805096663,0525953728,0805093079,0307987302,159420411X,1451695187,1451620829,0547564651,0446583979,1594204098,0062127241,0399159460,1455527475,1400064163,0307594033,0062240595,0316133264,0812993403,0307592731,0525958002
2012-11-18,0805096663,0525953728,0805093079,1439191824,0307987302,1594204047,0345531361,0446583979,0399159460,0062127241,159420411X,1400064163,0307592731,1594631379,0316547700,0547564651,1451695187,1594204098,0812993403,0316133264
2012-11-25,0805096663,0525953728,0805093079,159420411X,0316547700,1439191824,0307957241,0446583979,0399159460,1400064163,1594204047,0307987302,1451626207,0062127241,0547564651,0307592731,0316227706,0385515693,1594631379,0316133264
2012-12-02,0805096663,1400067669,0805093079,0525953728,0670025291,159420411X,0307986969,0316547700,0743236718,0316185396,1439191824,0446583979,1400064163,0062193643,1451613512,0307957241,1594204047,145162137X,1594203768,0307594033
2012-12-09,1400067669,0805096663,0805093079,0525953728,159420411X,0062193643,1439191824,0446583979,0316547700,1594203768,0307986969,1400064163,0399159460,0743236718,0316185396,1451613512,0062127241,0062207067,1594204047,0307957241
2012-12-16,0805096663,1400067669,0805093079,0525953728,0446583979,159420411X,0316547700,1400067820,0062193643,1591845734,0399159460,1400064163,0743236718,1439191824,0307986969,1594203768,0316185396,0316227706,0399162488,0062127241
2012-12-23,0805096663,0805093079,1400067669,0525953728,0446583979,1439191824,0062193643,159420411X,0399159460,1400064163,0316547700,0812993683,1400067820,0743236718,1400067553,0307352145,0307986969,1591845734,0316185396,1594203768
2012-12-30,0805096663,1400067669,0805093079,0446583979,0525953728,159420411X,1400064163,1591845734,1439191824,0062193643,0399159460,0316227706,0316547700,1400067553,1594203768,0307986969,0316133264,147670354X,0307592731,0307352145
2013-01-06,0805096663,1400067669,0805093079,0525953728,0446583979,1400064163,159420411X,0062193643,1439191824,0399159460,1400067553,0316227706,0316547700,0316133264,1594203768,0307592731,1591845734,147670354X,0062127241,0307986969
2013-01-13,0805096663,1400067669,0805093079,0525953728,0446583979,1400064163,159420411X,1439191824,0062193643,1400067553,0307592731,0425252868,0399159460,0316547700,1594203768,0307352145,0316227706,0316133264,0743236718,1400067820
2013-01-20,0805096663,1400067669,0670024813,0525953728,0805093079,1400067553,0446583979,159420411X,0307592731,1400064163,1400069289,0425252868,0307352145,0062193643,0547564651,0743236718,1439191824,1400067820,0316547700,147670354X
2013-01-27,0805096663,1591844754,0525953728,1400067669,0670024813,0805093079,0399161643,1400064163,1400067553,1400069289,0425252868,0307592731,159420411X,0446583979,0547564651,0743236718,1451695187,147670354X,0307352145,1451648537
2013-02-03,0307594882,0805096663,0307700666,0525953728,0805093079,0425252868,0670024813,1400067669,1594487154,1455515035,1591844754,1451656033,0399161643,1400064163,0307592731,1400069289,1400067553,159420411X,0547564651,0446583979
2013-02-10,0307594882,0547928173,0307700666,0805096663,0805093079,1400067669,0525953728,1594487154,0425252868,0670024813,1591844754,1400064163,0399161643,1400069289,0307592731,1451656033,0547564651,1400067553,159420411X,1400067820
2013-02-17,0307594882,0547928173,0446585181,0062238396,0805096663,0307700666,0812992946,0805093079,0525953728,1400064163,1400067669,1400069289,1400067618,1451656033,0425252868,0670024813,1594487154,0393071952,0307592731,0547564651
2013-02-24,0307594882,0062082353,0805096663,0812992946,0307700666,0547928173,0805093079,0525953728,0062238396,0062248472,1400067669,1400064163,046502811X,1400069289,1451656033,0425252868,0670024813,0525953191,0547564651,1594487154
2013-03-03,0062082353,0307594882,0061967556,0812992946,0805096663,0805093079,0547928173,1476707626,1439150222,0525953728,0307700666,0062238396,1400067669,1594205345,1400064163,1594487154,0425252868,0670024872,147670354X,0062248472
2013-03-10,0062082353,1476714789,0307594882,0805096663,0805093079,0061967556,0547928173,0310330714,0525953728,1401324797,1400064163,0307700666,1439150222,1476707626,0670024872,1400067669,0425252868,1400067553,0812992946,1451676565
2013-03-17,1400069807,0525953728,0310330714,0062082353,0307594882,0805096663,1476714789,0805093079,0061967556,0547928173,1400064163,1401324797,0393087727,0307700666,1400067553,0670026719,1594205345,0062080601,1594487154,1476707626
2013-03-24,0385346875,1400069807,0805096663,0307594882,0062082353,1476714789,0525953728,0805093079,0061967556,1400064163,0812993926,1401324797,0547928173,0307592731,0425252868,1594205345,0393087727,1400067553,0670026719,0307700666
2013-03-31,0385349947,0385346875,0062241451,0805096663,1400069807,0425252868,0307594882,0062082353,1476714789,0525953728,0805093079,1594205345,1400064163,0307592731,0061967556,1400069289,0544002695,147670354X,1608191052,1401324797
2013-04-07,0385349947,1400069807,0805096663,0385346875,1400064163,0525953728,0307594882,1476714789,0062241451,147670354X,0062082353,0805093079,0425252868,1594205345,1400067553,1400067669,0310330714,0307592731,1594487154,1400069289
2013-04-14,0385349947,1400069807,0385346875,0805096663,0307594882,0525953728,1476714789,1400064163,0425252868,1400069742,0805093079,0062082353,147670354X,1451617526,0062241451,1594205345,1400067553,1400069289,1451686579,0310330714
2013-04-21,0385349947,0393081575,1451697244,1586489127,0230342116,1400069807,0062213652,1400066115,0385346875,054784865X,0805096663,0425252868,1451617526,147670354X,0307594882,1476714789,1400064163,0525953728,1620401908,0805093079
2013-04-28,0385349947,0670026557,0393081575,0062213652,1594204802,0312381042,1586489127,0307594882,1400069807,0425252868,0805096663,0385346875,1400066115,1476706417,054784865X,1400064163,147670354X,1594487154,1595230955,1451686579
2013-05-05,0385349947,111845295X,0393081575,0062213652,1594204802,0670026557,1400064163,1586489127,0312381042,0805096663,1400066115,0307594882,1400069807,054784865X,1476706417,0385346875,1451692668,0446505293,0805093079,0425252868
2013-05-12,0316154695,0385349947,1594204217,1250024978,156858671X,1476706417,1401943411,0307957136,1594204802,0393081575,147670354X,1451674775,1400064163,1400066115,0062213652,0062133438,0670026557,1455512877,0805096663,0307594882
